Cam Newton, @Min, 30
Nick Foles, @TB, 29
Andy Dalton, @Buf, 24
Matthew Stafford, @Cle, 23
Thad Lewis, Cin, 21
Jay Cutler, NYG, 20
Joe Flacco, GB, 19
Mike Glennon, Phi, 18
Drew Brees, @NE, 16
Aaron Rodgers, @Bal, 16
Sam Bradford, @Hou, 16
Brandon Weeden, Wsh, 16
Russell Wilson, Ten, 16
Carson Palmer, @SF, 15
Ben Roethlisberger, @NYJ, 15
Colin Kaepernick, Ari, 15
Peyton Manning, Jac, 13
Tom Brady, NO, 13
Philip Rivers, Ind, 13
Robert Griffin III, @Dal, 12
Terrelle Pryor, Ten, 11
Matt Cassel, Car, 9
Tony Romo, Wsh, 8
Chad Henne, @Den, 8
Eli Manning, @Chi, 7
Matt Schaub, @KC, 7
Alex Smith, Oak, 7
Andrew Luck, @SD, 7
Ryan Fitzpatrick, @Sea, 5
Geno Smith, Pit, 4
T.J. Yates, StL, -1
