Eagles D/ST, @SF, 23
Chiefs D/ST, NE, 18
Dolphins D/ST, @Oak, 17
Giants D/ST, @Wsh, 15
Texans D/ST, Buf, 13
Colts D/ST, Ten, 12
49ers D/ST, Phi, 11
Chargers D/ST, Jac, 10
Bills D/ST, @Hou, 9
Lions D/ST, @NYJ, 7
Ravens D/ST, Car, 7
Cowboys D/ST, NO, 6
Buccaneers D/ST, @Pit, 6
Jets D/ST, Det, 3
Steelers D/ST, TB, 2
Packers D/ST, @Chi, 1
Vikings D/ST, Atl, 1
Bears D/ST, GB, -1
Jaguars D/ST, @SD, -2
Redskins D/ST, NYG, -3
Patriots D/ST, @KC, -4
Saints D/ST, @Dal, -5
Titans D/ST, @Ind, -6
Panthers D/ST, @Bal, -8
Falcons D/ST, @Min, -10
