Larry Donnell, @Wsh, 23
Travis Kelce, NE, 15
Heath Miller, TB, 14
Delanie Walker, @Ind, 14
Martellus Bennett, GB, 13
Jimmy Graham, @Dal, 12
Rob Gronkowski, @KC, 9
Dwayne Allen, Ten, 9
Eric Ebron, @NYJ, 9
Coby Fleener, Ten, 8
Clay Harbor, @SD, 7
Dion Sims, @Oak, 7
Josh Hill, @Dal, 7
Jason Witten, NO, 6
Daniel Fells, @Wsh, 6
Niles Paul, NYG, 6
Brian Leonhardt, Mia, 6
Nic Jacobs, @SD, 6
Richard Rodgers, @Chi, 5
Jace Amaro, Det, 5
Owen Daniels, Car, 4
Austin Seferian-Jenkins, @Pit, 4
Antonio Gates, Jac, 3
Greg Olsen, @Bal, 3
Charles Clay, @Oak, 3
Rhett Ellison, Atl, 3
Garrett Graham, Buf, 2
Zach Ertz, @SF, 2
Scott Chandler, @Hou, 1
Brandon Pettigrew, @NYJ, 1
David Ausberry, Mia, 1
Adrien Robinson, @Wsh, 1
Derek Carrier, Phi, 1
Chase Ford, Atl, 1
Mychal Rivera, Mia, 1
Levine Toilolo, @Min, 1
