Ben Roethlisberger, Det, 31
Cam Newton, NE, 26
Carson Palmer, @Jac, 24
Alex Smith, @Den, 22
Matthew Stafford, @Pit, 22
Robert Griffin III, @Phi, 22
Nick Foles, Wsh, 21
Matt McGloin, @Hou, 19
Andrew Luck, @Ten, 18
Russell Wilson, Min, 18
EJ Manuel, NYJ, 17
Mike Glennon, Atl, 17
Peyton Manning, KC, 14
Drew Brees, SF, 14
Ryan Fitzpatrick, Ind, 14
Matt Ryan, @TB, 14
Ryan Tannehill, SD, 14
Tom Brady, @Car, 13
Eli Manning, GB, 13
Philip Rivers, @Mia, 13
Colin Kaepernick, @NO, 13
Josh McCown, Atl, 12
Andy Dalton, Cle, 11
Chad Henne, Ari, 10
Joe Flacco, @Chi, 8
Scott Tolzien, @NYG, 8
Case Keenum, Oak, 8
Jason Campbell, Cle, 7
Matt Schaub, @Hou, 6
Matt Simms, @Buf, 6
Matt Cassel, @Sea, 5
Christian Ponder, @Sea, 3
Dominique Davis, @TB, 3
Geno Smith, @Buf, -4
