Nick Foles, @Oak, 45
Tom Brady, Pit, 33
Case Keenum, Ind, 28
Ben Roethlisberger, @NE, 26
Jason Campbell, @Mia, 24
Andrew Luck, @Hou, 24
Russell Wilson, TB, 21
Josh McCown, @Sea, 20
Joe Flacco, @Cle, 20
Drew Brees, @NYJ, 19
Tony Romo, Min, 19
Philip Rivers, @Wsh, 18
Christian Ponder, @Dal, 17
Cam Newton, Atl, 17
Terrelle Pryor, TB, 16
Mike Glennon, @Sea, 15
Ryan Tannehill, Cin, 14
Kellen Clemens, @Wsh, 11
Geno Smith, NO, 11
Jake Locker, @StL, 10
Robert Griffin III, SD, 10
Jeff Tuel, KC, 10
Matt Ryan, @Car, 6
Andy Dalton, @Mia, 6
Alex Smith, @Buf, 4
Matt McGloin, Phi, 3
Seneca Wallace, Chi, 2
Aaron Rodgers, Chi, 1
