Rob Gronkowski, @Hou, 18
Zach Ertz, Ari, 18
Vernon Davis, StL, 14
Zach Miller, NO, 14
Brandon Myers, @Car, 12
Tony Gonzalez, @Buf, 10
Jimmy Graham, @Sea, 10
Logan Paulsen, NYG, 10
Ladarius Green, Cin, 10
Heath Miller, @Bal, 8
Marcedes Lewis, @Cle, 8
Anthony Fasano, Den, 8
Greg Olsen, TB, 8
Brent Celek, Ari, 8
Jim Dray, Jac, 8
Clay Harbor, @Cle, 8
Charles Clay, @NYJ, 8
John Carlson, @Phi, 6
Jason Witten, Oak, 5
Coby Fleener, Ten, 5
Scott Chandler, Atl, 4
Jared Cook, @SF, 4
Jordan Cameron, Jac, 4
Garrett Graham, NE, 3
Mychal Rivera, @Dal, 3
Antonio Gates, Cin, 2
Kellen Winslow, Mia, 2
Dorin Dickerson, GB, 2
Rob Housler, @Phi, 2
Fred Davis, NYG, 1
Martellus Bennett, @Min, 1
Bear Pascoe, @Wsh, 1
Ed Dickson, TB, 1
Sean McGrath, Den, 1
Levine Toilolo, @Buf, 1
Timothy Wright, @Car, 1
