Rams D/ST, @Ind, 25
Giants D/ST, Oak, 18
Raiders D/ST, @NYG, 17
Panthers D/ST, @SF, 16
Jaguars D/ST, @Ten, 16
Cardinals D/ST, Hou, 15
Bengals D/ST, @Bal, 14
49ers D/ST, Car, 12
Ravens D/ST, Cin, 11
Steelers D/ST, Buf, 10
Seahawks D/ST, @Atl, 9
Titans D/ST, Jac, 8
Buccaneers D/ST, Mia, 8
Saints D/ST, Dal, 7
Eagles D/ST, @GB, 7
Texans D/ST, @Ari, 7
Bills D/ST, @Pit, 6
Dolphins D/ST, @TB, 6
Broncos D/ST, @SD, 4
Lions D/ST, @Chi, 4
Packers D/ST, Phi, 2
Chargers D/ST, Den, 2
Redskins D/ST, @Min, 2
Bears D/ST, Det, 1
Vikings D/ST, Wsh, 1
Falcons D/ST, Sea, -5
Cowboys D/ST, @NO, -9
