Drew Brees, Dal, 31
Peyton Manning, @SD, 27
Robert Griffin III, @Min, 27
Ryan Fitzpatrick, Jac, 23
Nick Foles, @GB, 22
Russell Wilson, @Atl, 21
Case Keenum, @Ari, 19
Matthew Stafford, @Chi, 18
Kellen Clemens, Den, 15
Ryan Tannehill, @TB, 15
Andy Dalton, @Bal, 14
Carson Palmer, Hou, 13
Christian Ponder, Wsh, 13
Andrew Luck, StL, 13
Philip Rivers, Den, 12
Jay Cutler, Det, 12
Scott Tolzien, Phi, 12
Matt Ryan, Sea, 11
Ben Roethlisberger, Buf, 10
Tony Romo, @NO, 9
EJ Manuel, @Pit, 9
Eli Manning, Oak, 7
Joe Flacco, Cin, 7
Terrelle Pryor, @Atl, 7
Mike Glennon, Mia, 7
Josh McCown, Mia, 6
Cam Newton, @SF, 5
Chad Henne, @Ten, 3
Colin Kaepernick, Car, 2
Seneca Wallace, Phi, 1
Matt Cassel, Wsh, 1
Tyrod Taylor, Cin, 1
Jake Locker, Jac, -3
