Stephen Gostkowski, Chi, 15
Dan Carpenter, @NYJ, 15
Justin Tucker, @Cin, 15
Shayne Graham, GB, 14
Billy Cundiff, Oak, 13
Randy Bullock, @Ten, 13
Mason Crosby, @NO, 12
Cairo Santos, StL, 12
Matt Prater, @Atl, 11
Adam Vinatieri, @Pit, 10
Graham Gano, Sea, 10
Kai Forbath, @Dal, 10
Caleb Sturgis, @Jac, 10
Cody Parkey, @Ari, 10
Patrick Murray, Min, 10
Mike Nugent, Bal, 9
Steven Hauschka, @Car, 9
Sebastian Janikowski, @Cle, 8
Josh Scobee, Mia, 7
Shaun Suisham, Ind, 7
Nick Folk, Buf, 7
Blair Walsh, @TB, 7
Chandler Catanzaro, Phi, 6
Dan Bailey, Wsh, 5
Ryan Succop, Hou, 4
Brandon McManus, SD, 4
Matt Bryant, Det, 3
Nick Novak, @Den, 3
Robbie Gould, @NE, 1
