Jimmy Graham, @TB, 23
Martellus Bennett, Min, 19
Charles Clay, @Ind, 16
Greg Olsen, @Buf, 14
Jermichael Finley, Wsh, 12
Coby Fleener, Mia, 12
Antonio Gates, @Phi, 10
Kyle Rudolph, @Chi, 10
Julius Thomas, @NYG, 10
Garrett Graham, Ten, 9
Clay Harbor, @Oak, 9
Jordan Cameron, @Bal, 9
Owen Daniels, Cle, 8
Delanie Walker, @Hou, 7
Brandon Myers, NO, 7
Jordan Reed, @GB, 7
Jermaine Gresham, Pit, 6
Tyler Eifert, Pit, 6
Zach Ertz, SD, 5
Tony Gonzalez, StL, 3
Brandon Pettigrew, @Ari, 3
Nate Byham, NO, 3
Jim Dray, @Bal, 3
Sean McGrath, Dal, 3
Larry Donnell, Den, 3
Mychal Rivera, Jac, 3
Vernon Davis, @Sea, 2
Anthony Fasano, Dal, 2
Zach Miller, SF, 2
Lance Kendricks, @Atl, 2
James Hanna, @KC, 2
David Paulson, @Cin, 2
Jason Witten, @KC, 1
Kellen Winslow, @NE, 1
Billy Bajema, Cle, 1
Scott Chandler, Car, 1
Jared Cook, @Atl, 1
Bear Pascoe, Den, 1
Logan Paulsen, @GB, 1
Dominique Jones, Dal, 1
Vance McDonald, @Sea, 1
John Carlson, Det, -2
