season 2012 CAR 3  -  3 2 30 15.0 0 4.0 1.3
    week 5 SEA L 12-16 1 0 0 - 0 0.0
    week 8 @CHI L 22-23 1 1 25 25.0 0 3.0
    week 15 @SD W 31-7 1 1 5 5.0 0 1.0
season 2011 CAR 15 2 0 0 0 - 0 0.0 0.0
season 2010 NYJ 16 6 3 1 7 7.0 0 1.2 0.1
season 2009 NYJ 16 7 4 1 2 2.0 1 6.7 0.4
season 2008 ATL 11 10 6 3 26 8.7 0 4.1 0.4
season 2007 TEN 16 9 19 12 138 11.5 0 19.8 1.2
season 2006 IND 6 3 15 6 68 11.3 0 9.8 1.6
season 2005 IND 6 0 2 2 8 4.0 0 1.8 0.3
season 2004 IND 16 3 8 4 33 8.3 0 5.3 0.3
