season 2013 IND 5  -  11 4 46 11.5 0 6.6 1.3
    week 11 at TEN W 30-27 3 1 11 11.0 0 1.6
    week 12 at ARI L 11-40 2 0 0 - 0 0.0
    week 14 at CIN L 28-42 2 1 11 11.0 0 1.6
    week 16 at KC W 23-7 2 1 6 6.0 0 1.1
    week 17 JAC W 30-10 2 1 18 18.0 0 2.3
season 2012 IND 3  -  4 2 15 7.5 0 2.5 0.8
season 2011 PIT 16 5 8 4 29 7.3 1 10.9 0.7
