season 2015 (Projected) PIT - - - 4 35 8.8 0 5.5 -
season 2014 PIT 3  -  4 3 46 15.3 1 12.1 4.0
    week 9 BAL W 43-23 1 1 33 33.0 1 9.8
    week 14 at CIN W 42-21 2 2 13 6.5 0 2.3
    week 17 CIN W 27-17 1 0 0 - 0 0.0
season 2013 PIT 2  -  2 1 11 11.0 1 7.6 3.8
    week 15 CIN W 30-20 1 0 0 - 0 0.0
    week 16 at GB W 38-31 1 1 11 11.0 1 7.6
season 2012 CHI 6  -  10 6 28 4.7 1 11.8 2.0
    week 2 at GB L 10-23 2 1 4 4.0 0 0.9
    week 7 DET W 13-7 1 0 0 - 0 0.0
    week 8 CAR W 23-22 2 0 0 - 0 0.0
    week 10 HOU L 6-13 3 3 4 1.3 0 1.9
    week 12 MIN W 28-10 1 1 13 13.0 1 7.8
    week 17 at DET W 26-24 1 1 7 7.0 0 1.2
season 2011 CHI 15 8 11 7 50 7.1 2 20.5 1.4
season 2010 PIT 14 11 18 9 80 8.9 1 18.5 1.3
season 2009 PIT 16 9 7 5 25 5.0 1 11.0 0.7
season 2008 PIT 16 13 26 17 136 8.0 0 22.1 1.4
season 2007 PIT 14 5 6 5 34 6.8 3 23.9 1.7
