season 2012 NE 10  -  83 51 483 9.5 5 104.3 10.4
    week 1 @TEN W 34-13 7 6 59 9.8 1 15.4
    week 2 ARI L 18-20 1 0 0 - 0 0.0
    week 6 @SEA L 23-24 9 6 30 5.0 1 12.0
    week 7 NYJ W 29-26 7 5 54 10.8 0 7.9
    week 12 @NYJ W 49-19 3 2 36 18.0 0 4.6
    week 13 @MIA W 23-16 13 8 97 12.1 0 13.7
    week 14 HOU W 42-14 11 8 58 7.3 2 21.8
    week 15 SF L 34-41 19 10 92 9.2 1 20.2
    week 16 @JAC W 23-16 5 1 13 13.0 0 1.8
    week 17 MIA W 28-0 8 5 44 8.8 0 6.9
    week DP HOU W 41-28 9 6 85 14.2 0 11.5
    week CC BAL L 13-28 14 9 83 9.2 0 13.4
season 2011 NE 14 12 113 79 910 11.5 7 175.0 12.5
season 2010 NE 14 7 64 45 563 12.5 6 119.5 8.5
