season 2015 (Projected) CLE - - - 11 125 11.4 1 24.0 -
season 2014 CLE 9  -  25 13 156 12.0 0 22.1 2.5
    week 1 at PIT L 27-30 2 1 13 13.0 0 1.8
    week 2 NO W 26-24 4 4 41 10.3 0 6.1
    week 7 at JAC L 6-24 1 0 0 - 0 0.0
    week 8 OAK W 23-13 1 0 0 - 0 0.0
    week 9 TB W 22-17 4 2 16 8.0 0 2.6
    week 10 at CIN W 24-3 4 2 46 23.0 0 5.6
    week 11 HOU L 7-23 5 1 11 11.0 0 1.6
    week 12 at ATL W 26-24 3 2 23 11.5 0 3.3
    week 13 at BUF L 10-26 1 1 6 6.0 0 1.1
season 2013 CLE 12  -  18 13 127 9.8 2 31.2 2.6
    week 1 MIA L 10-23 1 1 9 9.0 0 1.4
    week 4 CIN W 17-6 1 1 2 2.0 0 0.7
    week 5 BUF W 37-24 1 1 2 2.0 0 0.7
    week 6 DET L 17-31 3 2 6 3.0 0 1.6
    week 7 at GB L 13-31 1 0 0 - 0 0.0
    week 8 at KC L 17-23 1 1 3 3.0 0 0.8
    week 9 BAL W 24-18 1 1 4 4.0 1 6.9
    week 11 at CIN L 20-41 1 1 12 12.0 0 1.7
    week 14 at NE L 26-27 2 2 49 24.5 1 11.9
    week 15 CHI L 31-38 1 1 17 17.0 0 2.2
    week 16 at NYJ L 13-24 4 2 23 11.5 0 3.3
    week 17 at PIT L 7-20 1 0 0 - 0 0.0
season 2012 CAR 6  -  6 6 78 13.0 1 16.8 2.8
    week 8 at CHI L 22-23 1 1 7 7.0 0 1.2
    week 9 at WAS W 21-13 1 1 13 13.0 0 1.8
    week 10 DEN L 14-36 1 1 8 8.0 0 1.3
    week 12 at PHI W 30-22 1 1 24 24.0 1 8.9
    week 14 ATL W 30-20 1 1 6 6.0 0 1.1
    week 15 at SD W 31-7 1 1 20 20.0 0 2.5
season 2010 CAR 16 3 9 0 0 - 0 0.0 0.0
season 2009 CAR 16 2 21 12 242 20.2 0 30.2 1.9
season 2008 CAR 13 0 1 0 0 - 0 0.0 0.0
