season 2014 ATL 3  -  3 2 3 1.5 1 7.3 2.4
    week 8 DET L 21-22 1 1 1 1.0 1 6.6
    week 10 at TB W 27-17 1 0 0 - 0 0.0
    week 17 CAR L 3-34 1 1 2 2.0 0 0.7
season 2013 NYG 11  -  20 12 81 6.8 0 14.3 1.3
    week 2 DEN L 23-41 2 2 12 6.0 0 2.2
    week 3 at CAR L 0-38 1 1 2 2.0 0 0.7
    week 4 at KC L 7-31 1 0 0 - 0 0.0
    week 6 at CHI L 21-27 2 1 14 14.0 0 1.9
    week 7 MIN W 23-7 2 1 4 4.0 0 0.9
    week 11 GB W 27-13 1 0 0 - 0 0.0
    week 12 DAL L 21-24 2 1 5 5.0 0 1.0
    week 13 at WAS W 24-17 3 2 11 5.5 0 2.1
    week 14 at SD L 14-37 1 1 14 14.0 0 1.9
    week 15 SEA L 0-23 2 2 12 6.0 0 2.2
    week 16 at DET W 23-20 2 1 7 7.0 0 1.4
season 2012 NYG 8  -  9 4 35 8.8 1 11.5 1.4
    week 1 DAL L 17-24 1 1 6 6.0 0 1.1
    week 3 at CAR W 36-7 1 0 0 - 0 0.0
    week 4 at PHI L 17-19 2 1 6 6.0 1 7.1
    week 5 CLE W 41-27 1 1 7 7.0 0 1.2
    week 7 WAS W 27-23 1 0 0 - 0 0.0
    week 10 at CIN L 13-31 1 0 0 - 0 0.0
    week 13 at WAS L 16-17 1 1 16 16.0 0 2.1
    week 16 at BAL L 14-33 1 0 0 - 0 0.0
season 2011 NYG 16 11 16 12 136 11.3 0 19.6 1.2
season 2010 NYG 15 11 13 9 72 8.0 0 11.7 0.8
season 2009 NYG 4 1 1 1 9 9.0 0 1.4 0.4
