season 2015 (Projected) BAL - - - 0 5 - 0 0.5 -
season 2014 BAL 3  -  22 16 125 7.8 0 20.5 6.8
    week 1 CIN L 16-23 15 10 83 8.3 0 13.3
    week 2 PIT W 26-6 4 3 30 10.0 0 4.5
    week 3 at CLE W 23-21 3 3 12 4.0 0 2.7
season 2013 BAL 4  -  33 20 169 8.5 1 32.9 8.2
    week 14 MIN W 29-26 11 6 48 8.0 1 13.8
    week 15 at DET W 18-16 4 2 24 12.0 0 3.4
    week 16 NE L 7-41 7 4 34 8.5 0 5.4
    week 17 at CIN L 17-34 11 8 63 7.9 0 10.3
season 2012 BAL 16  -  94 61 669 11.0 7 139.4 8.7
    week 1 CIN W 44-13 9 5 73 14.6 1 15.8
    week 2 at PHI L 23-24 15 8 65 8.1 0 10.5
    week 3 NE W 31-30 7 5 50 10.0 1 13.5
    week 4 CLE W 23-16 2 0 0 - 0 0.0
    week 5 at KC W 9-6 4 3 22 7.3 0 3.7
    week 6 DAL W 31-29 5 4 33 8.3 0 5.3
    week 7 at HOU L 13-43 8 5 33 6.6 0 5.8
    week 9 at CLE W 25-15 3 2 33 16.5 0 4.3
    week 10 OAK W 55-20 5 5 67 13.4 1 15.2
    week 11 at PIT W 13-10 1 1 5 5.0 0 1.0
    week 12 at SD W 16-13 9 6 42 7.0 1 13.2
    week 13 PIT L 20-23 3 1 19 19.0 0 2.4
    week 14 at WAS L 28-31 6 5 46 9.2 1 13.1
    week 15 DEN L 17-34 10 7 125 17.9 2 28.0
    week 16 NYG W 33-14 5 4 56 14.0 0 7.6
    week 17 at CIN L 17-23 2 0 0 - 0 0.0
    week WC IND W 24-9 2 2 27 13.5 1 9.7
    week DP at DEN W 38-35 5 3 55 18.3 0 7.0
    week CC at NE W 28-13 7 5 55 11.0 1 14.0
    week SB at SF W 34-31 5 4 26 6.5 1 10.6
season 2011 BAL 16 1 56 40 405 10.1 3 78.5 4.9
season 2010 BAL 11 0 5 1 1 1.0 0 0.6 0.1
