season 2013 TB 3  -  3 3 38 12.7 0 5.3 1.8
    week 1 @NYJ L 17-18 1 1 1 1.0 0 0.6
    week 2 NO L 14-16 1 1 34 34.0 0 3.9
    week 3 @NE L 3-23 1 1 3 3.0 0 0.8
season 2012 TB 3  -  4 3 18 6.0 1 9.3 3.1
season 2010 SF 14 3 7 5 27 5.4 0 5.2 0.4
