season 2012 KC 2  -  3 3 65 21.7 1 14.0 7.0
    week 1 ATL L 24-40 2 2 36 18.0 1 10.6
    week 2 @BUF L 17-35 1 1 29 29.0 0 3.4
season 2011 OAK 14 11 40 28 368 13.1 3 68.8 4.9
season 2010 NYG 15 13 70 35 531 15.2 5 98.6 6.6
season 2009 NYG 15 15 69 42 567 13.5 5 109.3 7.3
season 2008 NYG 15 15 55 33 384 11.6 6 90.9 6.1
season 2007 NYG 13 2 15 9 118 13.1 2 28.3 2.2
