season 2013 DET 4  -  12 7 82 11.7 0 11.7 2.9
    week 1 MIN W 34-24 1 0 0 - 0 0.0
    week 3 at WAS W 27-20 2 2 5 2.5 0 1.5
    week 4 CHI W 40-32 2 1 22 22.0 0 2.7
    week 5 at GB L 9-22 7 4 55 13.8 0 7.5
season 2012 DET 15  -  85 42 504 12.0 1 77.4 5.2
    week 1 STL W 27-23 8 5 30 6.0 0 5.5
    week 2 at SF L 19-27 3 1 13 13.0 0 1.8
    week 4 MIN L 13-20 3 1 16 16.0 0 2.1
    week 6 at PHI W 26-23 5 3 81 27.0 0 9.6
    week 7 at CHI L 7-13 3 1 6 6.0 0 1.1
    week 8 SEA W 28-24 8 4 46 11.5 0 6.6
    week 9 at JAC W 31-14 3 2 28 14.0 0 3.8
    week 10 at MIN L 24-34 1 0 0 - 0 0.0
    week 11 GB L 20-24 10 2 22 11.0 0 3.2
    week 12 HOU L 31-34 6 5 57 11.4 0 8.2
    week 13 IND L 33-35 5 3 55 18.3 0 7.0
    week 14 at GB L 20-27 10 3 20 6.7 1 9.5
    week 15 at ARI L 10-38 7 3 36 12.0 0 5.1
    week 16 ATL L 18-31 6 4 41 10.3 0 6.1
    week 17 CHI L 24-26 7 5 53 10.6 0 7.8
season 2011 DET 15 5 42 26 347 13.3 6 84.2 5.6
season 2010 DET 15 4 72 45 378 8.4 1 64.3 4.3
season 2009 DEN 15 9 50 31 416 13.4 2 69.1 4.6
season 2008 DEN 13 7 61 40 645 16.1 3 100.4 7.7
season 2007 DEN 15 7 65 49 549 11.2 5 107.4 7.2
season 2006 DEN 13 5 37 18 286 15.9 4 61.9 4.8
