season 2014 (Projected) IND - - - - 522.0 - 5.0 82.3 5.5
season 2015 (Projected) IND - - - 60 685 11.4 6 132.5 -
season 2014 IND 16  -  92 51 774 15.2 8 150.9 9.4
    week 1 @DEN L 24-31 8 3 21 7.0 0 3.6
    week 2 PHI L 27-30 1 1 13 13.0 0 1.8
    week 3 @JAC W 44-17 7 4 49 12.3 1 12.9
    week 4 TEN W 41-17 3 2 26 13.0 1 9.6
    week 5 BAL W 20-13 2 1 30 30.0 0 3.5
    week 6 @HOU W 33-28 4 2 11 5.5 1 8.1
    week 7 CIN W 27-0 5 4 64 16.0 0 8.4
    week 8 @PIT L 34-51 4 1 4 4.0 0 0.9
    week 9 @NYG W 40-24 11 4 77 19.3 1 15.7
    week 11 NE L 20-42 7 7 144 20.6 0 17.9
    week 12 JAC W 23-3 4 2 28 14.0 0 3.8
    week 13 WAS W 49-27 7 4 127 31.8 2 26.7
    week 14 @CLE W 25-24 10 5 56 11.2 0 8.1
    week 15 HOU W 17-10 5 2 32 16.0 0 4.2
    week 16 @DAL L 7-42 7 4 36 9.0 0 5.6
    week 17 @TEN W 27-10 7 5 56 11.2 2 20.1
    week WC CIN W 26-10 2 1 18 18.0 0 2.3
    week DP @DEN W 24-13 6 3 49 16.3 0 6.4
    week CC @NE L 7-45 4 3 30 10.0 0 4.5
season 2013 IND 16  -  88 52 608 11.7 4 110.8 6.9
    week 1 OAK W 21-17 1 1 7 7.0 0 1.2
    week 2 MIA L 20-24 8 4 69 17.3 1 14.9
    week 3 @SF W 27-7 2 2 13 6.5 0 2.3
    week 4 @JAC W 37-3 7 5 77 15.4 1 16.2
    week 5 SEA W 34-28 3 2 15 7.5 0 2.5
    week 6 @SD L 9-19 6 3 16 5.3 0 3.1
    week 7 DEN W 39-33 5 5 38 7.6 1 12.3
    week 9 @HOU W 27-24 5 3 64 21.3 0 7.9
    week 10 STL L 8-38 10 4 33 8.3 0 5.3
    week 11 @TEN W 30-27 10 8 107 13.4 0 14.7
    week 12 @ARI L 11-40 8 4 55 13.8 1 13.5
    week 13 TEN W 22-14 5 3 50 16.7 0 6.5
    week 14 @CIN L 28-42 9 5 31 6.2 0 5.6
    week 15 HOU W 25-3 1 0 0 - 0 0.0
    week 16 @KC W 23-7 3 2 8 4.0 0 1.8
    week 17 JAC W 30-10 4 1 25 25.0 0 3.0
    week WC KC W 45-44 7 5 46 9.2 1 13.1
    week DP @NE L 22-43 11 6 74 12.3 0 10.4
season 2012 IND 12  -  48 26 281 10.8 2 53.1 4.4
    week 1 @CHI L 21-41 10 6 82 13.7 0 11.2
    week 2 MIN W 23-20 4 2 16 8.0 0 2.6
    week 3 JAC L 17-22 2 0 0 - 0 0.0
    week 5 GB W 30-27 9 5 41 8.2 0 6.6
    week 6 @NYJ L 9-35 6 4 42 10.5 0 6.2
    week 7 CLE W 17-13 2 2 17 8.5 0 2.7
    week 8 @TEN W 19-13 3 2 24 12.0 0 3.4
    week 13 @DET W 35-33 2 1 26 26.0 1 9.1
    week 14 TEN W 27-23 4 1 9 9.0 0 1.4
    week 15 @HOU L 17-29 1 1 21 21.0 0 2.6
    week 16 @KC W 20-13 3 1 2 2.0 0 0.7
    week 17 HOU W 28-16 2 1 1 1.0 1 6.6
    week WC @BAL L 9-24 5 3 25 8.3 0 4.0
