season 2012 KC 1  -  3 3 18 6.0 0 3.3 3.3
    week 8 OAK L 16-26 3 3 18 6.0 0 3.3
season 2011 KC 8 4 12 7 52 7.4 0 8.7 1.1
season 2010 KC 15 2 4 3 31 10.3 0 4.6 0.3
season 2009 KC 4 2 10 2 7 3.5 0 1.7 0.4
