season 2013 KC 16  -  40 26 302 11.6 2 55.2 3.5
    week 2 DAL W 17-16 4 2 31 15.5 0 4.1
    week 3 at PHI W 26-16 4 4 31 7.8 0 5.1
    week 4 NYG W 31-7 5 5 64 12.8 1 14.9
    week 5 at TEN W 26-17 6 4 54 13.5 0 7.4
    week 6 OAK W 24-7 3 0 0 - 0 0.0
    week 7 HOU W 17-16 2 1 1 1.0 0 0.6
    week 8 CLE W 23-17 2 2 25 12.5 0 3.5
    week 11 at DEN L 17-27 3 2 40 20.0 0 5.0
    week 12 SD L 38-41 1 0 0 - 0 0.0
    week 13 DEN L 28-35 3 1 11 11.0 0 1.6
    week 14 at WAS W 45-10 3 2 20 10.0 0 3.0
    week 15 at OAK W 56-31 2 2 14 7.0 1 8.4
    week 17 at SD L 24-27 2 1 11 11.0 0 1.6
