season 2015 (Projected) DET - - - 49 513 10.5 3 93.8 -
season 2014 DET 13  -  49 25 248 9.9 1 43.3 3.3
    week 1 NYG W 35-14 2 0 0 - 0 0.0
    week 2 at CAR L 7-24 5 3 38 12.7 0 5.3
    week 3 GB W 19-7 1 0 0 - 0 0.0
    week 4 at NYJ W 24-17 4 3 34 11.3 1 10.9
    week 5 BUF L 14-17 4 2 8 4.0 0 1.8
    week 6 at MIN W 17-3 4 2 23 11.5 0 3.3
    week 11 at ARI L 6-14 4 4 22 5.5 0 4.2
    week 12 at NE L 9-34 7 2 23 11.5 0 3.3
    week 13 CHI W 34-17 4 3 23 7.7 0 3.8
    week 14 TB W 34-17 4 3 28 9.3 0 4.3
    week 15 MIN W 16-14 2 1 11 11.0 0 1.6
    week 16 at CHI W 20-14 1 0 0 - 0 0.0
    week 17 at GB L 20-30 7 2 38 19.0 0 4.8
    week WC at DAL L 20-24 3 3 21 7.0 0 3.6
