season 2015 (Projected) JAC - - - 54 625 11.6 4 111.5 -
season 2014 DEN 12  -  62 43 489 11.4 12 142.4 11.9
    week 1 IND W 31-24 8 7 104 14.9 3 31.9
    week 2 KC W 24-17 5 4 39 9.8 1 11.9
    week 3 at SEA L 20-26 4 3 17 5.7 1 9.2
    week 5 ARI W 41-20 7 6 66 11.0 2 21.6
    week 6 at NYJ W 31-17 6 4 51 12.8 2 19.1
    week 7 SF W 42-17 6 4 27 6.8 0 4.7
    week 8 SD W 35-21 6 2 23 11.5 0 3.3
    week 9 at NE L 21-43 2 2 33 16.5 1 10.3
    week 10 at OAK W 41-17 7 6 63 10.5 2 21.3
    week 11 at STL L 7-22 3 2 3 1.5 0 1.3
    week 15 at SD W 22-10 2 1 30 30.0 0 3.5
    week 16 at CIN L 28-37 6 2 33 16.5 0 4.3
    week DP IND L 13-24 7 6 53 8.8 0 8.3
season 2013 DEN 14  -  89 65 788 12.1 12 183.3 13.1
    week 1 BAL W 49-27 7 5 110 22.0 2 25.5
    week 2 at NYG W 41-23 9 6 47 7.8 1 13.7
    week 3 OAK W 37-21 4 3 37 12.3 1 11.2
    week 4 PHI W 52-20 4 4 43 10.8 0 6.3
    week 5 at DAL W 51-48 12 9 122 13.6 2 28.7
    week 6 JAC W 35-19 7 4 22 5.5 1 10.2
    week 7 at IND L 33-39 6 5 41 8.2 1 12.6
    week 8 WAS W 45-21 3 3 29 9.7 0 4.4
    week 10 at SD W 28-20 5 3 96 32.0 1 17.1
    week 11 KC W 27-17 5 3 43 14.3 1 11.8
    week 14 TEN W 51-28 7 5 35 7.0 1 12.0
    week 15 SD L 20-27 8 4 49 12.3 0 6.9
    week 16 at HOU W 37-13 8 6 78 13.0 1 16.8
    week 17 at OAK W 34-14 5 5 36 7.2 0 6.1
    week DP SD W 24-17 7 6 76 12.7 0 8.6
    week CC NE W 26-16 11 8 85 10.6 0 12.5
    week SB SEA L 8-43 6 4 27 6.8 0 4.7
season 2011 DEN 4 1 7 1 5 5.0 0 1.0 0.3
