season 2015 (Projected) NO - - - 67 704 10.5 5 133.9 -
season 2014 NO 12  -  20 14 176 12.6 5 54.6 4.6
    week 2 at CLE L 24-26 2 1 -1 -1.0 0 0.4
    week 3 MIN W 20-9 2 2 48 24.0 1 11.8
    week 4 at DAL L 17-38 1 1 12 12.0 1 7.7
    week 5 TB W 37-31 3 3 53 17.7 0 6.8
    week 7 at DET L 23-24 1 1 8 8.0 0 1.3
    week 8 GB W 44-23 1 1 2 2.0 1 6.7
    week 9 at CAR W 28-10 2 0 0 - 0 0.0
    week 11 CIN L 10-27 1 0 0 - 0 0.0
    week 12 BAL L 27-34 2 2 22 11.0 0 3.2
    week 13 at PIT W 35-32 2 1 17 17.0 0 2.2
    week 14 CAR L 10-41 1 0 0 - 0 0.0
    week 15 at CHI W 31-15 2 2 15 7.5 2 14.5
