season 2013 TB 5  -  7 4 21 5.3 1 10.1 2.0
    week 6 PHI L 20-31 1 0 0 - 0 0.0
    week 7 at ATL L 23-31 2 1 14 14.0 0 1.9
    week 8 CAR L 13-31 2 1 0 0.0 0 0.5
    week 9 at SEA L 24-27 1 1 2 2.0 1 6.7
    week 11 ATL W 41-28 1 1 5 5.0 0 1.0
season 2012 GB 8  -  12 8 203 25.4 3 42.3 5.3
    week 2 CHI W 23-10 1 1 27 27.0 1 9.2
    week 4 NO W 28-27 1 1 16 16.0 0 2.1
    week 5 at IND L 27-30 1 1 6 6.0 0 1.1
    week 6 at HOU W 42-24 3 2 62 31.0 1 13.2
    week 8 JAC W 24-15 1 0 0 - 0 0.0
    week 9 ARI W 31-17 2 1 72 72.0 1 13.7
    week 13 MIN W 23-14 2 2 20 10.0 0 3.0
    week 14 DET W 27-20 1 0 0 - 0 0.0
    week WC MIN W 24-10 1 1 10 10.0 0 1.5
    week DP at SF L 31-45 2 0 0 - 0 0.0
season 2011 GB 16 8 8 6 38 6.3 1 12.8 0.8
season 2010 GB 16 1 7 4 61 15.3 0 8.1 0.5
