Peyton Manning, @Hou, 32
Andy Dalton, Min, 31
Geno Smith, Cle, 26
Colin Kaepernick, Atl, 22
Ben Roethlisberger, @GB, 19
Nick Foles, Chi, 18
Matt Ryan, @SF, 17
Tony Romo, @Wsh, 15
Chad Henne, Ten, 15
Jay Cutler, @Phi, 13
Andrew Luck, @KC, 13
Eli Manning, @Det, 12
Joe Flacco, NE, 12
Drew Brees, @Car, 11
Tom Brady, @Bal, 10
Kirk Cousins, Dal, 10
Ryan Fitzpatrick, @Jac, 9
Matt Flynn, Pit, 9
Cam Newton, NO, 9
Russell Wilson, Ari, 9
Philip Rivers, Oak, 8
Matt Schaub, @SD, 7
Matthew Stafford, NYG, 6
Thad Lewis, Mia, 6
Matt McGloin, @SD, 6
Jason Campbell, Min, 5
Alex Smith, Ind, 4
Kellen Clemens, Oak, 4
Mike Glennon, @StL, 4
Carson Palmer, @Sea, 3
Ryan Tannehill, @Buf, 3
Matt Cassel, @Cin, 1
Tyrod Taylor, NE, 1
Matt Moore, @Buf, -2
