season 2013 CAR 4  -  5 1 10 10.0 0 1 0 0.0 0 1.5 0.4
    week 2 at BUF L 23-24 2 0 0 - 0 0 0 - 0 0.0
    week 5 at ARI L 6-22 2 0 0 - 0 0 0 - 0 0.0
    week 9 BAL W 24-18 1 1 10 10.0 0 0 0 - 0 1.5
    week 11 at CIN L 20-41 0 0 0 - 0 1 0 0.0 0 0.0
season 2012 CAR 6  -  9 5 121 24.2 0 0 0 - 0 14.6 2.4
    week 4 at ATL L 28-30 1 1 12 12.0 0 0 0 - 0 1.7
    week 9 at WAS W 21-13 1 1 82 82.0 0 0 0 - 0 8.7
    week 10 DEN L 14-36 3 1 9 9.0 0 0 0 - 0 1.4
    week 11 TB L 21-27 1 0 0 - 0 0 0 - 0 0.0
    week 13 at KC L 21-27 1 1 11 11.0 0 0 0 - 0 1.6
    week 14 ATL W 30-20 2 1 7 7.0 0 0 0 - 0 1.2
season 2011 CAR 16 0 0 0 0 - 0 1 5 5.0 0 0.5 0.0
season 2010 CAR 3 0 2 0 0 - 0 1 7 7.0 0 0.7 0.2
