season 2012 TB 1  -  2 1 14 14.0 0 0 0 - 0 1.9 1.9
    week 2 @NYG L 34-41 2 1 14 14.0 0 0 0 - 0 1.9
season 2011 TB 6 0 7 4 52 13.0 0 0 0 - 0 5.2 0.9
season 2010 TB 12 4 41 25 248 9.9 0 1 2 2.0 0 35.5 3.0
season 2009 TB 13 0 58 31 334 10.8 1 0 0 - 0 54.9 4.2
