season 2013 CLE 2  -  14 9 60 6.7 0 0 0 - 0 10.5 5.3
    week 16 @NYJ L 13-24 6 4 26 6.5 0 0 0 - 0 4.6
    week 17 @PIT L 7-20 8 5 34 6.8 0 0 0 - 0 5.9
season 2012 CLE 6  -  18 8 106 13.3 0 0 0 - 0 14.6 2.4
