season 2013 CAR 1  -  1 0 0 - 0 0 0 - 0 0.0 0.0
    week 17 @ATL W 21-20 1 0 0 - 0 0 0 - 0 0.0
season 2012 PHI 1  -  2 0 0 - 0 0 0 - 0 0.0 0.0
    week 14 @TB W 23-21 2 0 0 - 0 0 0 - 0 0.0
