season 2014 IND 1  -  1 1 8 8.0 0 0 0 - 0 1.3 1.3
    week 16 at DAL L 7-42 1 1 8 8.0 0 0 0 - 0 1.3
    week CC at NE L 7-45 0 0 0 - 0 0 0 - 0 -2.0
season 2013 NYJ 4  -  2 2 6 3.0 0 13 55 4.2 0 7.1 1.8
    week 7 NE W 30-27 0 0 0 - 0 3 14 4.7 0 1.4
    week 9 NO W 26-20 2 2 6 3.0 0 3 12 4.0 0 2.8
    week 11 at BUF L 14-37 0 0 0 - 0 2 9 4.5 0 0.9
    week 12 at BAL L 3-19 0 0 0 - 0 5 20 4.0 0 2.0
season 2012 CLE 12  -  11 7 63 9.0 0 6 42 7.0 0 8.0 0.7
    week 2 at CIN L 27-34 3 1 4 4.0 0 0 0 - 0 0.9
    week 3 BUF L 14-24 1 1 24 24.0 0 0 0 - 0 2.9
    week 4 at BAL L 16-23 2 2 11 5.5 0 0 0 - 0 0.1
    week 5 at NYG L 27-41 0 0 0 - 0 0 0 - 0 -2.0
    week 6 CIN W 34-24 1 0 0 - 0 1 8 8.0 0 0.8
    week 7 at IND L 13-17 1 1 8 8.0 0 0 0 - 0 1.3
    week 8 SD W 7-6 1 1 7 7.0 0 1 0 0.0 0 1.2
    week 11 at DAL L 20-23 1 0 0 - 0 0 0 - 0 0.0
    week 14 KC W 30-7 0 0 0 - 0 2 15 7.5 0 1.5
    week 15 WAS L 21-38 1 0 0 - 0 1 16 16.0 0 1.6
    week 16 at DEN L 12-34 0 0 0 - 0 1 3 3.0 0 -1.7
    week 17 at PIT L 10-24 1 1 9 9.0 0 0 0 - 0 1.4
season 2011 CLE 16 7 67 41 518 12.6 4 7 25 3.6 0 96.8 6.1
season 2010 CLE 15 5 39 23 292 12.7 1 20 66 3.3 0 53.3 3.6
season 2009 CLE 16 13 37 20 135 6.8 1 55 381 6.9 1 69.6 4.4
season 2008 CLE 15 2 7 2 18 9.0 1 29 163 5.6 1 31.1 2.1
season 2007 CLE 16 2 5 3 37 12.3 0 9 61 6.8 0 9.3 0.6
season 2006 CLE 16 1 15 10 91 9.1 0 2 11 5.5 0 11.2 0.7
