season 2014 NYJ 6  -  16 8 65 8.1 0 0 0 - 0 10.5 1.8
    week 1 OAK W 19-14 1 1 17 17.0 0 0 0 - 0 2.2
    week 2 at GB L 24-31 1 1 6 6.0 0 0 0 - 0 1.1
    week 3 CHI L 19-27 7 3 15 5.0 0 0 0 - 0 3.0
    week 4 DET L 17-24 1 1 7 7.0 0 0 0 - 0 1.2
    week 5 at SD L 0-31 4 1 9 9.0 0 0 0 - 0 1.4
    week 7 at NE L 25-27 2 1 11 11.0 0 0 0 - 0 1.6
season 2013 NYJ 12  -  60 36 423 11.8 2 0 0 - 0 72.3 6.0
    week 5 at ATL W 30-28 2 2 9 4.5 0 0 0 - 0 1.9
    week 6 PIT L 6-19 1 1 11 11.0 0 0 0 - 0 1.6
    week 7 NE W 30-27 7 4 80 20.0 0 0 0 - 0 10.0
    week 8 at CIN L 9-49 12 8 80 10.0 0 0 0 - 0 12.0
    week 9 NO W 26-20 3 1 19 19.0 0 0 0 - 0 2.4
    week 11 at BUF L 14-37 3 1 12 12.0 0 0 0 - 0 1.7
    week 12 at BAL L 3-19 5 0 0 - 0 0 0 - 0 0.0
    week 13 MIA L 3-23 8 3 37 12.3 0 0 0 - 0 5.2
    week 14 OAK W 37-27 4 4 32 8.0 0 0 0 - 0 5.2
    week 15 at CAR L 20-30 4 3 44 14.7 0 0 0 - 0 5.9
    week 16 CLE W 24-13 5 4 33 8.3 2 0 0 - 0 17.3
    week 17 at MIA W 20-7 6 5 66 13.2 0 0 0 - 0 9.1
season 2012 BUF 1  -  5 2 31 15.5 0 0 0 - 0 4.1 4.1
    week 1 at NYJ L 28-48 5 2 31 15.5 0 0 0 - 0 4.1
season 2011 BUF 16 13 97 61 658 10.8 5 0 0 - 0 126.3 7.9
season 2010 BUF 15 3 47 31 353 11.4 3 0 0 - 0 68.8 4.6
