Coby Fleener, NE, 14
Jermaine Gresham, @NO, 13
Rob Gronkowski, @Ind, 13
Larry Donnell, SF, 11
Chase Coffman, Pit, 9
Garrett Graham, @Cle, 9
Heath Miller, @Ten, 7
Greg Olsen, Atl, 6
Tony Moeaki, @KC, 6
Rhett Ellison, @Chi, 6
Tim Wright, @Ind, 6
Zach Ertz, @GB, 5
Luke Willson, @KC, 5
Jim Dray, Hou, 4
Mychal Rivera, @SD, 4
Antonio Gates, Oak, 3
John Carlson, Det, 3
Jacob Tamme, @StL, 3
Andrew Quarless, Phi, 3
Charles Clay, Buf, 3
Martellus Bennett, Min, 2
Brandon Myers, @Wsh, 2
Jimmy Graham, Cin, 2
Ed Dickson, Atl, 2
Rob Housler, Det, 2
Jordan Reed, TB, 2
Levine Toilolo, @Car, 2
Eric Ebron, @Ari, 2
Brent Celek, @GB, 1
Gary Barnidge, Hou, 1
Jared Cook, Den, 1
Niles Paul, TB, 1
Ladarius Green, Oak, 1
Travis Kelce, Sea, 1
Dion Sims, Buf, 1
Richard Rodgers, Phi, 1
