Jonas Gray, @Ind, 44
Le'Veon Bell, @Ten, 27
Jamaal Charles, Sea, 26
Eddie Lacy, Phi, 22
Matt Forte, Min, 16
Jeremy Hill, @NO, 16
Alfred Blue, @Cle, 15
Marshawn Lynch, @KC, 12
Alfred Morris, TB, 12
Joique Bell, @Ari, 11
Tre Mason, Den, 11
C.J. Anderson, @StL, 10
LeSean McCoy, @GB, 9
Mark Ingram, Cin, 9
Roy Helu, TB, 9
Lamar Miller, Buf, 9
Bishop Sankey, Pit, 9
Frank Gore, @NYG, 8
Ryan Mathews, Oak, 7
Knile Davis, Sea, 7
Isaiah Crowell, Hou, 7
Shane Vereen, @Ind, 6
Bryce Brown, @Mia, 6
Andre Ellington, Det, 6
Rashad Jennings, SF, 5
Jonathan Grimes, @Cle, 5
Latavius Murray, @SD, 5
Jerick McKinnon, @Chi, 5
Steven Jackson, @Car, 4
Darren Sproles, @GB, 4
DeAngelo Williams, Atl, 4
Boobie Dixon, @Mia, 4
Robert Hughes, Det, 4
Jonathan Stewart, Atl, 3
Rex Burkhead, @NO, 3
Benjamin Cunningham, Den, 3
Charles Sims, @Wsh, 3
De'Anthony Thomas, Sea, 3
Damien Williams, Buf, 3
Branden Oliver, Oak, 3
Darren McFadden, @SD, 2
Cedric Peerman, @NO, 2
Daniel Thomas, Buf, 2
Trent Richardson, NE, 2
Theo Riddick, @Ari, 2
Carlos Hyde, @NYG, 2
Devonta Freeman, @Car, 2
Brian Leonard, Cin, 1
Dexter McCluster, Pit, 1
James Starks, Phi, 1
Bruce Miller, @NYG, 1
Anthony Sherman, Sea, 1
Patrick DiMarco, @Car, 1
Matt Asiata, @Chi, 1
Robert Turbin, @KC, 1
Travaris Cadet, Cin, 1
Fozzy Whittaker, Atl, 1
Terrance West, Hou, 1
Silas Redd, TB, 1
Marcus Thigpen, @Mia, -2
