Greg Zuerlein, Den, 20
Matt Bryant, @Car, 15
Randy Bullock, @Cle, 13
Phil Dawson, @NYG, 11
Adam Vinatieri, NE, 10
Mike Nugent, @NO, 10
Shaun Suisham, @Ten, 10
Mason Crosby, Phi, 10
Dan Carpenter, @Mia, 9
Patrick Murray, @Wsh, 9
Nick Novak, Oak, 8
Matt Prater, @Ari, 8
Steven Hauschka, @KC, 8
Blair Walsh, @Chi, 8
Caleb Sturgis, Buf, 8
Cody Parkey, @GB, 8
Sebastian Janikowski, @SD, 7
Stephen Gostkowski, @Ind, 6
Ryan Succop, Pit, 6
Cairo Santos, Sea, 6
Josh Brown, SF, 5
Shayne Graham, Cin, 4
Graham Gano, Atl, 3
Robbie Gould, Min, 2
Chandler Catanzaro, Det, 2
Brandon McManus, @StL, 1
Kai Forbath, TB, -1
