Bills D/ST, NYJ, 23
Eagles D/ST, Ten, 16
Bears D/ST, TB, 15
Colts D/ST, Jac, 15
Chargers D/ST, StL, 15
Seahawks D/ST, Ari, 13
Rams D/ST, @SD, 12
49ers D/ST, Wsh, 12
Cardinals D/ST, @Sea, 11
Bengals D/ST, @Hou, 10
Jaguars D/ST, @Ind, 10
Redskins D/ST, @SF, 9
Browns D/ST, @Atl, 7
Patriots D/ST, Det, 7
Buccaneers D/ST, @Chi, 7
Texans D/ST, Cin, 7
Ravens D/ST, @NO, 6
Packers D/ST, @Min, 4
Falcons D/ST, Cle, 2
Chiefs D/ST, @Oak, 2
Raiders D/ST, KC, 2
Giants D/ST, Dal, 2
Saints D/ST, Bal, -1
Lions D/ST, @NE, -2
Titans D/ST, @Phi, -2
Jets D/ST, @Buf, -2
Dolphins D/ST, @Den, -5
