Drew Brees, Ari, 31
Cam Newton, NYG, 28
Jake Locker, SD, 27
Peyton Manning, Oak, 24
Geno Smith, Buf, 24
Matthew Stafford, @Wsh, 21
Christian Ponder, Cle, 21
Russell Wilson, Jac, 21
Tony Romo, StL, 20
EJ Manuel, @NYJ, 19
Brian Hoyer, @Min, 18
Terrelle Pryor, Jac, 18
Ben Roethlisberger, Chi, 16
Tom Brady, TB, 15
Michael Vick, Buf, 15
Tarvaris Jackson, Jac, 15
Matt Ryan, @Mia, 15
Andrew Luck, @SF, 14
Alex Smith, @Phi, 13
Sam Bradford, @Dal, 13
Andy Dalton, GB, 13
Ryan Tannehill, Atl, 13
Robert Griffin III, Det, 12
Philip Rivers, @Ten, 11
Aaron Rodgers, @Cin, 11
Jay Cutler, @Pit, 11
Josh Freeman, @Car, 7
Joe Flacco, Hou, 6
Matt Schaub, @Den, 5
Chad Henne, @Sea, 5
Colin Kaepernick, Ind, 4
Carson Palmer, @NO, 3
Eli Manning, @Car, 3
Curtis Painter, @Car, -2
