Alshon Jeffery, NO, 27
T.Y. Hilton, Sea, 26
Dez Bryant, Den, 24
Terrance Williams, Den, 23
Rueben Randle, Phi, 21
DeSean Jackson, @NYG, 19
Justin Blackmon, @StL, 19
James Jones, SD, 18
Keenan Allen, @Oak, 17
Austin Pettis, Jac, 16
Hakeem Nicks, Sea, 14
Denarius Moore, SD, 14
Josh Gordon, Buf, 14
Cecil Shorts, @StL, 13
Golden Tate, @GB, 12
Eric Decker, @Atl, 12
Torrey Smith, @Mia, 12
Jeremy Kerley, @Atl, 12
Vincent Brown, @Oak, 11
Rod Streater, SD, 11
Wes Welker, @Dal, 10
Mike Wallace, Bal, 10
Randall Cobb, Det, 10
Cole Beasley, Den, 10
Brandon Marshall, NO, 9
Donnie Avery, @Ten, 9
Julio Jones, NYJ, 9
Kris Durham, @GB, 9
Reggie Wayne, Sea, 8
Jordy Nelson, Det, 8
Doug Baldwin, @Ind, 8
Jermaine Kearse, @Ind, 8
Ted Ginn, Car, 7
Brandon Gibson, Bal, 7
Greg Little, Buf, 7
Kendall Wright, KC, 7
Steve Smith, @Mia, 6
Brian Hartline, Bal, 6
A.J. Green, NE, 6
Michael Floyd, Car, 6
Travis Benjamin, Buf, 6
Robert Woods, @Cle, 6
Danny Amendola, @Cin, 5
Demaryius Thomas, @Dal, 5
Tandon Doss, @StL, 5
Larry Fitzgerald, Car, 4
Roddy White, NYJ, 4
Brandon LaFell, @Cin, 4
Victor Cruz, Phi, 4
Brian Quick, Jac, 4
Aaron Dobson, @Cin, 4
Andre Johnson, @SF, 3
Nate Washington, KC, 3
Jason Avant, @Ari, 3
Dwayne Bowe, @Ten, 3
Julian Edelman, @Cin, 3
Nick Toon, @Chi, 3
Marvin Jones, NE, 3
Tavon Austin, Jac, 3
Anquan Boldin, Hou, 2
Davone Bess, Buf, 2
Kevin Ogletree, @GB, 2
Stephen Hill, @Atl, 2
Ryan Broyles, @GB, 2
T.J. Graham, @Cle, 2
Mohamed Sanu, NE, 2
DeAndre Hopkins, @SF, 2
Brice Butler, SD, 2
Marques Colston, @Chi, 1
Earl Bennett, NO, 1
Steve Johnson, @Cle, 1
Jacoby Ford, @Atl, 1
Kyle Williams, @Ten, 1
Jerrel Jernigan, Phi, 1
Dwayne Harris, Den, 1
Chris Hogan, @Cle, 1
Kevin Cone, Bal, 1
Keshawn Martin, @SF, 1
Chris Givens, Jac, 1
Pat Edwards, @GB, 1
Deonte Thompson, @Mia, 1
Kenbrell Thompkins, @Cin, 1
Damian Williams, Bal, -2
