Mason Crosby, Det, 20
Alex Henery, @NYG, 20
Matt Prater, @Dal, 18
Justin Tucker, @Mia, 18
Garrett Hartley, @Chi, 16
Steven Hauschka, @Ind, 16
Ryan Succop, @Ten, 15
Billy Cundiff, Buf, 14
Nick Folk, @Atl, 13
Sebastian Janikowski, SD, 12
Dan Bailey, Den, 12
Jay Feely, Car, 11
Caleb Sturgis, Bal, 11
Adam Vinatieri, Sea, 10
Phil Dawson, Hou, 10
Greg Zuerlein, Jac, 10
Josh Scobee, @StL, 9
Mike Nugent, NE, 9
Dan Carpenter, @Cle, 8
Graham Gano, @Ari, 8
Stephen Gostkowski, @Cin, 7
David Akers, @GB, 5
Matt Bryant, NYJ, 4
Rob Bironas, KC, 4
Nick Novak, @Oak, 4
Robbie Gould, NO, 4
Josh Brown, Phi, 3
Randy Bullock, @SF, 3
