Lions D/ST, @Min, 20
Broncos D/ST, @NYJ, 17
Eagles D/ST, NYG, 17
49ers D/ST, @StL, 14
Cardinals D/ST, Wsh, 13
Titans D/ST, Jac, 12
Bears D/ST, @Atl, 11
Patriots D/ST, @Buf, 11
Seahawks D/ST, Dal, 9
Colts D/ST, @Hou, 8
Packers D/ST, @Mia, 7
Vikings D/ST, Det, 7
Ravens D/ST, @TB, 7
Texans D/ST, Ind, 7
Browns D/ST, Pit, 6
Jaguars D/ST, @Ten, 6
Cowboys D/ST, @Sea, 5
Dolphins D/ST, GB, 4
Giants D/ST, @Phi, 2
Steelers D/ST, @Cle, 1
Falcons D/ST, Chi, -1
Bills D/ST, NE, -2
Rams D/ST, SF, -2
Raiders D/ST, SD, -3
Bengals D/ST, Car, -4
Panthers D/ST, @Cin, -4
Buccaneers D/ST, Bal, -6
