T.Y. Hilton, @Hou, 28
Andre Holmes, SD, 24
Brandon LaFell, @Buf, 21
Demaryius Thomas, @NYJ, 18
Mohamed Sanu, Car, 18
Steve Smith Sr., @TB, 17
DeSean Jackson, @Ari, 17
Torrey Smith, @TB, 17
Malcom Floyd, @Oak, 16
Jordy Nelson, @Mia, 16
Anquan Boldin, @StL, 15
Larry Fitzgerald, Wsh, 15
Robert Woods, NE, 15
Brandon Lloyd, @StL, 14
Andre Johnson, Ind, 13
Louis Murphy, Bal, 13
Chris Hogan, NE, 13
Alshon Jeffery, @Atl, 13
Jarvis Landry, GB, 13
Mike Wallace, GB, 12
Brice Butler, SD, 12
Brandon Marshall, @Atl, 11
James Jones, SD, 11
Eric Decker, Den, 11
Antonio Brown, @Cle, 11
Randall Cobb, @Mia, 11
Mike Evans, Bal, 11
Eddie Royal, @Oak, 10
Michael Crabtree, @StL, 10
Julian Edelman, @Buf, 10
Michael Floyd, Wsh, 10
Brian Tyms, @Buf, 10
Kelvin Benjamin, @Cin, 10
Pierre Garcon, @Ari, 9
Brandon Tate, Car, 9
Lance Moore, @Cle, 8
Cecil Shorts III, @Ten, 8
Kamar Aiken, @TB, 8
Michael Campanaro, @TB, 8
Justin Hunter, Jac, 7
Terrance Williams, @Sea, 7
Davante Adams, @Mia, 7
Vincent Jackson, Bal, 6
Josh Morgan, @Atl, 6
Dez Bryant, @Sea, 6
Julio Jones, Chi, 6
Jermaine Kearse, Dal, 6
Damaris Johnson, Ind, 6
Allen Robinson, @Ten, 6
Jerricho Cotchery, @Cin, 5
Stevie Johnson, @StL, 5
Dexter McCluster, Jac, 5
Riley Cooper, NYG, 5
Rueben Randle, @Phi, 5
Jordan Matthews, NYG, 5
Roddy White, Chi, 4
Jason Avant, @Cin, 4
Golden Tate, @Min, 4
Dane Sanzenbacher, Car, 4
Tavon Austin, SF, 4
John Brown, Wsh, 4
Reggie Wayne, @Hou, 3
Greg Jennings, Det, 3
Kenny Britt, SF, 3
Andre Roberts, @Ari, 3
Emmanuel Sanders, @NYJ, 3
Doug Baldwin, Dal, 3
Jarius Wright, Det, 3
Travis Benjamin, Pit, 3
Markus Wheaton, @Cle, 3
Robert Herron, Bal, 3
Nate Washington, Jac, 2
Devin Hester, Chi, 2
Miles Austin, Pit, 2
Greg Salas, Den, 2
Keenan Allen, @Oak, 2
Charles Johnson, Det, 2
Sammy Watkins, NE, 2
Odell Beckham Jr., @Phi, 2
Marqise Lee, @Ten, 2
Taylor Gabriel, Pit, 2
James Wright, Car, 2
Eric Weems, Chi, 1
Jeremy Maclin, NYG, 1
Hakeem Nicks, @Hou, 1
Damian Williams, SF, 1
Victor Cruz, @Phi, 1
Austin Pettis, SF, 1
Brian Quick, SF, 1
T.J. Graham, Den, 1
Cole Beasley, @Sea, 1
DeAndre Hopkins, Ind, 1
Cordarrelle Patterson, Det, 1
Corey Fuller, @Min, 1
Brenton Bersin, @Cin, 1
Allen Hurns, @Ten, 1
Dwayne Harris, @Sea, -2
Walter Powell, Den, -2
