Stephen Gostkowski, @Buf, 16
Dan Bailey, @Sea, 15
Mike Nugent, Car, 14
Graham Gano, @Cin, 13
Justin Tucker, @TB, 13
Chandler Catanzaro, Wsh, 13
Steven Hauschka, Dal, 12
Matt Bryant, Chi, 11
Ryan Succop, Jac, 11
Mason Crosby, @Mia, 10
Cody Parkey, NYG, 10
Adam Vinatieri, @Hou, 9
Phil Dawson, @StL, 9
Kai Forbath, @Ari, 9
Billy Cundiff, Pit, 8
Nick Novak, @Oak, 7
Robbie Gould, @Atl, 7
Caleb Sturgis, GB, 7
Brandon McManus, @NYJ, 7
Nick Folk, Den, 5
Matt Prater, @Min, 5
Greg Zuerlein, SF, 5
Patrick Murray, Bal, 5
Shaun Suisham, @Cle, 4
Blair Walsh, Det, 4
Sebastian Janikowski, SD, 3
Randy Bullock, Ind, 3
Dan Carpenter, NE, 2
Josh Scobee, @Ten, 1
