Drew Brees, Mia, 32
Peyton Manning, Phi, 29
Philip Rivers, Dal, 26
Alex Smith, NYG, 22
Matt Ryan, NE, 22
Tom Brady, @Atl, 20
Tony Romo, @SD, 18
Matt Schaub, Wsh, 18
Brian Hoyer, Cin, 18
Jake Locker, NYJ, 18
Andrew Luck, @Jac, 18
Matt Cassel, Pit, 17
Jay Cutler, @Det, 16
Ben Roethlisberger, @Min, 15
Matthew Stafford, Chi, 15
Robert Griffin III, @Oak, 14
Michael Vick, @Ten, 13
Colin Kaepernick, @StL, 13
Joe Flacco, @Buf, 11
Carson Palmer, @TB, 9
Ryan Tannehill, @NO, 9
Russell Wilson, @Hou, 9
Ryan Fitzpatrick, NYJ, 8
Sam Bradford, SF, 8
Eli Manning, @KC, 7
Matt Flynn, Wsh, 7
Geno Smith, @Ten, 7
Andy Dalton, @Cle, 5
Nick Foles, @Den, 5
Mike Glennon, Ari, 5
EJ Manuel, Bal, 4
Blaine Gabbert, @StL, 2
Matt Hasselbeck, @Jac, 1
