Tony Gonzalez, NE, 26
Jimmy Graham, Mia, 22
Antonio Gates, Dal, 19
Jordan Cameron, Cin, 15
Coby Fleener, @Jac, 13
Garrett Graham, Sea, 12
Sean McGrath, NYG, 12
Charles Clay, @NO, 10
Mychal Rivera, Wsh, 10
Martellus Bennett, @Det, 9
Jeff Cumberland, @Ten, 9
Kellen Winslow, @Ten, 7
Heath Miller, @Min, 7
Vernon Davis, @StL, 7
Owen Daniels, @Buf, 7
Delanie Walker, NYJ, 7
Benjamin Watson, Mia, 6
Matthew Mulligan, @Det, 6
Lance Kendricks, SF, 6
Brent Celek, @Den, 5
Brandon Pettigrew, Chi, 5
Jermaine Gresham, @Cle, 5
Jason Witten, @SD, 4
Jared Cook, SF, 4
Julius Thomas, Phi, 4
Timothy Wright, Ari, 4
Dallas Clark, @Buf, 3
Clay Harbor, Ind, 3
Tyler Eifert, @Cle, 3
Zach Ertz, @Den, 3
Tony Scheffler, Chi, 2
Scott Chandler, Bal, 2
Kevin Brock, @Cle, 2
Logan Paulsen, @Oak, 2
Rob Housler, @TB, 2
Niles Paul, @Oak, 2
Lee Smith, Bal, 2
Dominique Jones, NYG, 2
James Casey, @Den, 1
Ed Dickson, @Buf, 1
Jim Dray, Cin, 1
