Matt Bryant, @TB, 15
Mason Crosby, Chi, 15
Caleb Sturgis, @Det, 12
Brandon McManus, @Oak, 11
Phil Dawson, @NO, 10
Matt Prater, Mia, 9
Cody Parkey, Car, 9
Shaun Suisham, @NYJ, 8
Steven Hauschka, NYG, 8
Dan Bailey, @Jac, 8
Shayne Graham, SF, 7
Nick Folk, Pit, 7
Dan Carpenter, KC, 7
Chandler Catanzaro, StL, 7
Patrick Murray, Atl, 7
Sebastian Janikowski, Den, 6
Josh Brown, @Sea, 6
Billy Cundiff, @Cin, 5
Cairo Santos, @Buf, 5
Mike Nugent, Cle, 4
Graham Gano, @Phi, 3
Justin Tucker, Ten, 3
Robbie Gould, @GB, 2
Greg Zuerlein, @Ari, 2
Josh Scobee, Dal, 1
Ryan Succop, @Bal, 1
