Jeremy Maclin, @Hou, 27
Mike Evans, @Cle, 24
Allen Hurns, @Cin, 23
Julian Edelman, Den, 20
Antonio Brown, Bal, 20
DeSean Jackson, @Min, 18
DeAndre Hopkins, Phi, 17
Martavis Bryant, Bal, 16
Anquan Boldin, StL, 15
Emmanuel Sanders, @NE, 15
Mohamed Sanu, Jac, 15
Odell Beckham Jr., Ind, 15
Taylor Gabriel, TB, 14
Reggie Wayne, @NYG, 13
T.Y. Hilton, @NYG, 13
Percy Harvin, @KC, 12
Demaryius Thomas, @NE, 12
Eric Decker, @KC, 12
Torrey Smith, @Pit, 12
Markus Wheaton, Bal, 12
Brandon LaFell, Den, 11
A.J. Green, Jac, 10
Jordan Matthews, @Hou, 10
Jarvis Landry, SD, 10
Corey Washington, Ind, 10
Kenny Britt, @SF, 9
Vincent Jackson, @Cle, 8
Rishard Matthews, SD, 8
Larry Fitzgerald, @Dal, 7
Greg Jennings, Wsh, 7
Dez Bryant, Ari, 7
Kenny Stills, @Car, 7
Jaron Brown, @Dal, 7
Malcom Floyd, @Mia, 6
Jacoby Jones, @Pit, 6
Jerricho Cotchery, NO, 5
Miles Austin, TB, 5
Dwayne Bowe, NYJ, 5
Brian Hartline, SD, 5
Mike Wallace, SD, 5
Travis Benjamin, TB, 5
Ted Ginn, @Dal, 4
Stevie Johnson, StL, 4
Michael Crabtree, StL, 4
Hakeem Nicks, @NYG, 4
Cecil Shorts III, @Cin, 4
Rueben Randle, Ind, 4
Keenan Allen, @Mia, 4
Steve Smith Sr., @Pit, 3
Wes Welker, @NE, 3
Marques Colston, @Car, 3
Danny Amendola, Den, 3
Andrew Hawkins, TB, 3
Doug Baldwin, Oak, 3
Michael Floyd, @Dal, 3
Brandin Cooks, @Car, 3
Allen Robinson, @Cin, 3
Robert Meachem, @Car, 2
Riley Cooper, @Hou, 2
Andre Holmes, @Sea, 2
Jarius Wright, Wsh, 2
Brice Butler, @Sea, 2
Marlon Brown, @Pit, 2
Josh Huff, @Hou, 2
Andre Johnson, Phi, 1
Brandon Lloyd, StL, 1
James Jones, @Sea, 1
Pierre Garcon, @Min, 1
Brandon Gibson, SD, 1
Louis Murphy, @Cle, 1
Brandon Tate, Jac, 1
Andre Roberts, @Min, 1
Dwayne Harris, Ari, 1
Jeremy Kerley, @KC, 1
Kamar Aiken, @Pit, 1
Jeff Maehl, @Hou, 1
A.J. Jenkins, NYJ, 1
Cole Beasley, Ari, 1
Damaris Johnson, Phi, 1
Tavon Austin, @SF, 1
Terrance Williams, Ari, 1
Charles Johnson, Wsh, 1
Kelvin Benjamin, NO, 1
Paul Richardson, Oak, 1
John Brown, @Dal, 1
Kevin Norwood, Oak, 1
Albert Wilson, NYJ, 1
James Wright, Jac, 1
