Ravens D/ST, Jac, 23
Bills D/ST, GB, 18
Patriots D/ST, Mia, 18
Chiefs D/ST, Oak, 17
Saints D/ST, @Chi, 16
Bengals D/ST, @Cle, 15
Texans D/ST, @Ind, 15
Cowboys D/ST, @Phi, 12
Cardinals D/ST, @StL, 12
Panthers D/ST, TB, 12
Broncos D/ST, @SD, 11
Seahawks D/ST, SF, 11
Lions D/ST, Min, 10
Colts D/ST, Hou, 10
49ers D/ST, @Sea, 10
Giants D/ST, Wsh, 9
Titans D/ST, NYJ, 8
Packers D/ST, @Buf, 7
Rams D/ST, Ari, 6
Jets D/ST, @Ten, 6
Steelers D/ST, @Atl, 5
Redskins D/ST, @NYG, 5
Buccaneers D/ST, @Car, 4
Browns D/ST, Cin, 3
Vikings D/ST, @Det, 3
Jaguars D/ST, @Bal, 2
Raiders D/ST, @KC, 1
Eagles D/ST, Dal, 1
Chargers D/ST, Den, 1
Dolphins D/ST, @NE, -2
