Odell Beckham Jr., Wsh, 30
Dez Bryant, @Phi, 29
Demaryius Thomas, @SD, 18
Mike Wallace, @NE, 16
Devin Hester, Pit, 14
Julian Edelman, Mia, 14
Harry Douglas, Pit, 13
Alshon Jeffery, NO, 13
Marques Colston, @Chi, 12
Antonio Brown, @Atl, 12
Roddy White, Pit, 11
James Jones, @KC, 11
Jerricho Cotchery, TB, 10
Nate Washington, NYJ, 10
Greg Jennings, @Det, 10
Hakeem Nicks, Hou, 10
Eric Decker, @Ten, 10
Randall Cobb, @Buf, 10
Kelvin Benjamin, TB, 10
Jeremy Maclin, Dal, 9
Golden Tate, Min, 9
Paul Richardson, SF, 9
Jarvis Landry, @NE, 9
Andre Roberts, @NYG, 8
Stedman Bailey, Ari, 8
Vincent Jackson, @Car, 7
Cecil Shorts III, @Bal, 7
Andre Holmes, @KC, 7
Jermaine Kearse, SF, 7
DeAndre Hopkins, @Ind, 7
Charles Johnson, @Det, 7
Marquess Wilson, NO, 7
Mike Evans, @Car, 7
Allen Hurns, @Bal, 7
Dwayne Bowe, Oak, 6
Kenny Britt, Ari, 6
Brandon LaFell, Mia, 6
Markus Wheaton, @Atl, 6
Kenny Stills, @Chi, 6
Marlon Brown, Jac, 6
Albert Wilson, Oak, 6
Calvin Johnson, Min, 5
Jordy Nelson, @Buf, 5
Emmanuel Sanders, @SD, 5
Doug Baldwin, SF, 5
Michael Floyd, @StL, 5
T.Y. Hilton, Hou, 5
A.J. Green, @Cle, 4
Jarius Wright, @Det, 4
Cole Beasley, @Phi, 4
Josh Gordon, Cin, 4
Josh Huff, Dal, 4
Steve Smith Sr., Jac, 3
Larry Fitzgerald, @StL, 3
Malcom Floyd, Den, 3
Pierre Garcon, @NYG, 3
Rueben Randle, Wsh, 3
DeVier Posey, @Ind, 3
Martavis Bryant, @Atl, 3
Anquan Boldin, @Sea, 2
Eddie Royal, Den, 2
Josh Morgan, NO, 2
Brandon Gibson, @NE, 2
Kevin Ogletree, Wsh, 2
Nick Toon, @Chi, 2
Damaris Johnson, @Ind, 2
Robert Woods, GB, 2
Brice Butler, @KC, 2
Russell Shepard, @Car, 2
Sammy Watkins, GB, 2
John Brown, @StL, 2
Philly Brown, TB, 2
Santana Moss, @NYG, 1
Brandon Lloyd, @Sea, 1
Wes Welker, @SD, 1
Jason Avant, Oak, 1
DeSean Jackson, @NYG, 1
Danny Amendola, Mia, 1
Michael Crabtree, @Sea, 1
Percy Harvin, @Ten, 1
Dexter McCluster, NYJ, 1
Riley Cooper, Dal, 1
Seyi Ajirotutu, Den, 1
Preston Parker, Wsh, 1
Vincent Brown, @KC, 1
Torrey Smith, Jac, 1
Kris Durham, NYJ, 1
Rishard Matthews, @NE, 1
Tavon Austin, Ari, 1
Cordarrelle Patterson, @Det, 1
Keenan Allen, Den, 1
Terrance Williams, @Phi, 1
Marqise Lee, @Bal, 1
