season 2013 HOU 10  -  2 2 1.0 0 11 5 34 6.8 0 6.1 0.6
    week 4 SEA L 20-23 0 0 - 0 1 1 1 1.0 0 0.6
    week 5 at SF L 3-34 0 0 - 0 1 0 0 - 0 0.0
    week 6 STL L 13-38 0 0 - 0 2 1 4 4.0 0 0.9
    week 7 at KC L 16-17 2 2 1.0 0 0 0 0 - 0 0.2
    week 9 IND L 24-27 0 0 - 0 1 0 0 - 0 0.0
    week 10 at ARI L 24-27 0 0 - 0 1 1 19 19.0 0 2.4
    week 11 OAK L 23-28 0 0 - 0 1 0 0 - 0 0.0
    week 14 at JAC L 20-27 0 0 - 0 1 0 0 - 0 0.0
    week 16 DEN L 13-37 0 0 - 0 2 1 4 4.0 0 0.9
    week 17 at TEN L 10-16 0 0 - 0 1 1 6 6.0 0 1.1
season 2012 JAC 8  -  5 8 1.6 0 14 11 64 5.8 0 12.7 1.6
    week 1 at MIN L 23-26 0 0 - 0 2 1 9 9.0 0 1.4
    week 2 HOU L 7-27 0 0 - 0 1 1 4 4.0 0 0.9
    week 3 at IND W 22-17 1 1 1.0 0 3 2 12 6.0 0 2.3
    week 4 CIN L 10-27 0 0 - 0 4 4 25 6.3 0 4.5
    week 13 at BUF L 18-34 0 0 - 0 1 0 0 - 0 0.0
    week 14 NYJ L 10-17 2 4 2.0 0 2 2 8 4.0 0 2.2
    week 15 at MIA L 3-24 1 3 3.0 0 0 0 0 - 0 0.3
    week 16 NE L 16-23 1 0 0.0 0 1 1 6 6.0 0 1.1
season 2011 JAC 16 9 2 7 3.5 1 9 4 19 4.8 0 10.6 0.7
season 2010 JAC 16 13 2 4 2.0 0 11 11 47 4.3 0 10.6 0.7
season 2009 JAC 13 7 4 23 5.8 0 10 5 14 2.8 0 6.2 0.5
season 2008 JAC 12 8 2 13 6.5 0 14 13 116 8.9 1 25.4 2.1
season 2007 JAC 16 11 42 119 2.8 2 19 11 99 9.0 2 51.3 3.2
season 2005 JAC 14 13 151 575 3.8 4 15 10 65 6.5 0 93.0 6.6
season 2004 JAC 16 3 62 162 2.6 3 9 3 13 4.3 0 37.0 2.3
