season 2013 PIT 2  -  11 13 1.2 0 5 4 14 3.5 0 2.7 1.4
    week 1 TEN L 9-16 8 9 1.1 0 3 2 7 3.5 0 0.6
    week 2 at CIN L 10-20 3 4 1.3 0 2 2 7 3.5 0 2.1
season 2012 PIT 14  -  110 410 3.7 2 23 19 244 12.8 0 80.9 5.8
    week 1 at DEN L 19-31 11 20 1.8 0 2 2 7 3.5 0 3.7
    week 2 NYJ W 27-10 12 25 2.1 1 1 1 14 14.0 0 10.4
    week 3 at OAK L 31-34 9 27 3.0 0 3 3 24 8.0 0 6.6
    week 5 PHI W 16-14 13 41 3.2 0 0 0 0 - 0 4.1
    week 6 at TEN L 23-26 5 14 2.8 0 5 4 105 26.3 0 13.9
    week 9 at NYG W 24-20 26 147 5.7 1 2 2 4 2.0 0 22.1
    week 10 KC W 16-13 8 21 2.6 0 3 2 18 9.0 0 2.9
    week 11 BAL L 10-13 1 5 5.0 0 0 0 0 - 0 0.5
    week 12 at CLE L 14-20 2 7 3.5 0 1 1 15 15.0 0 0.7
    week 13 at BAL W 23-20 9 43 4.8 0 1 0 0 - 0 4.3
    week 14 SD L 24-34 2 0 0.0 0 1 0 0 - 0 0.0
    week 15 at DAL L 24-27 3 30 10.0 0 1 1 14 14.0 0 4.9
    week 16 CIN L 10-13 3 4 1.3 0 2 2 32 16.0 0 2.6
    week 17 CLE W 24-10 6 26 4.3 0 1 1 11 11.0 0 4.2
season 2011 PIT 16 1 110 479 4.4 3 22 18 78 4.3 0 78.7 4.9
season 2010 PIT 16 0 53 247 4.7 0 10 9 72 8.0 2 46.4 2.9
season 2009 PIT 1 0 0 0 - 0 0 0 0 - 0 0.0 0.0
