season 2014 OAK 11  -  43 96 2.2 0 16 11 71 6.5 0 22.2 2.0
    week 1 at NYJ L 14-19 9 11 1.2 0 3 2 12 6.0 0 3.3
    week 4 MIA L 14-38 2 1 0.5 0 2 2 2 1.0 0 1.3
    week 6 SD L 28-31 4 30 7.5 0 1 1 10 10.0 0 4.5
    week 7 ARI L 13-24 3 6 2.0 0 0 0 0 - 0 0.6
    week 8 at CLE L 13-23 6 8 1.3 0 2 1 6 6.0 0 1.9
    week 9 at SEA L 24-30 2 -2 -1.0 0 2 1 11 11.0 0 1.4
    week 10 DEN L 17-41 3 10 3.3 0 1 1 7 7.0 0 2.2
    week 11 at SD L 6-13 4 6 1.5 0 0 0 0 - 0 0.6
    week 12 KC W 24-20 3 -1 -0.3 0 0 0 0 - 0 -0.1
    week 13 at STL L 0-52 5 21 4.2 0 4 3 23 7.7 0 5.9
    week 15 at KC L 13-31 2 6 3.0 0 1 0 0 - 0 0.6
season 2013 JAC 15  -  234 803 3.4 5 60 43 314 7.3 0 161.2 10.7
    week 1 KC L 2-28 15 45 3.0 0 2 0 0 - 0 4.5
    week 2 at OAK L 9-19 10 27 2.7 0 1 1 1 1.0 0 3.3
    week 3 at SEA L 17-45 19 43 2.3 1 5 2 19 9.5 0 13.2
    week 4 IND L 3-37 13 23 1.8 0 1 1 5 5.0 0 3.3
    week 5 at STL L 20-34 17 70 4.1 0 3 2 16 8.0 0 9.6
    week 6 at DEN L 19-35 21 71 3.4 1 2 2 3 1.5 0 14.4
    week 7 SD L 6-24 9 37 4.1 0 2 2 19 9.5 0 6.6
    week 8 SF L 10-42 19 75 3.9 0 8 6 47 7.8 0 15.2
    week 10 at TEN W 29-27 21 41 2.0 1 4 4 33 8.3 0 15.4
    week 11 ARI L 14-27 14 23 1.6 1 4 4 12 3.0 0 11.5
    week 12 at HOU W 13-6 14 84 6.0 1 6 6 60 10.0 0 23.4
    week 13 at CLE W 32-28 23 77 3.3 0 8 2 4 2.0 0 9.1
    week 14 HOU W 27-20 14 103 7.4 0 3 2 20 10.0 0 13.3
    week 16 TEN L 16-20 13 45 3.5 0 5 4 24 6.0 0 8.9
    week 17 at IND L 10-30 13 39 3.0 0 6 5 51 10.2 0 9.5
season 2012 JAC 6  -  86 414 4.8 1 18 14 86 6.1 1 69.0 11.5
    week 1 at MIN L 23-26 19 77 4.1 0 5 3 18 6.0 0 11.0
    week 2 HOU L 7-27 12 60 5.0 0 3 3 7 2.3 1 14.2
    week 3 at IND W 22-17 28 177 6.3 1 2 2 16 8.0 0 26.3
    week 4 CIN L 10-27 13 38 2.9 0 5 5 42 8.4 0 10.5
    week 5 CHI L 3-41 12 56 4.7 0 3 1 3 3.0 0 6.4
    week 7 at OAK L 23-26 2 6 3.0 0 0 0 0 - 0 0.6
season 2011 JAC 16 16 343 1606 4.7 8 64 43 374 8.7 3 283.5 17.7
season 2010 JAC 14 14 300 1323 4.4 5 44 34 317 9.3 2 219.0 15.6
season 2009 JAC 16 16 312 1391 4.5 15 71 53 374 7.1 1 297.0 18.6
season 2008 JAC 16 3 197 824 4.2 12 75 62 565 9.1 2 247.9 15.5
season 2007 JAC 15 0 167 768 4.6 9 55 40 407 10.2 0 187.5 12.5
season 2006 JAC 16 1 166 941 5.7 13 57 46 436 9.5 2 248.7 15.5
