season 2015 (Projected) MIN - - 270 1295 4.8 11 - 32 212 6.6 1 234.7 -
season 2014 MIN 1  -  21 75 3.6 0 3 2 18 9.0 0 10.3 10.3
    week 1 at STL W 34-6 21 75 3.6 0 3 2 18 9.0 0 10.3
season 2013 MIN 14  -  279 1266 4.5 10 40 29 171 5.9 1 218.2 15.6
    week 1 at DET L 24-34 18 93 5.2 2 4 4 18 4.5 1 31.1
    week 2 at CHI L 30-31 26 100 3.8 0 2 1 7 7.0 0 9.2
    week 3 CLE L 27-31 25 88 3.5 1 6 6 27 4.5 0 18.5
    week 4 PIT W 34-27 23 140 6.1 2 1 0 0 - 0 26.0
    week 6 CAR L 10-35 10 62 6.2 0 4 3 21 7.0 0 9.8
    week 7 at NYG L 7-23 13 28 2.2 0 4 2 28 14.0 0 6.6
    week 8 GB L 31-44 13 60 4.6 1 3 3 23 7.7 0 15.8
    week 9 at DAL L 23-27 25 140 5.6 1 3 3 37 12.3 0 25.2
    week 10 WAS W 34-27 20 75 3.8 2 2 2 2 1.0 0 20.7
    week 11 at SEA L 20-41 21 65 3.1 0 3 0 0 - 0 6.5
    week 12 at GB T 26-26 32 146 4.6 1 1 1 2 2.0 0 19.3
    week 13 CHI W 23-20 35 211 6.0 0 4 2 0 0.0 0 22.1
    week 14 at BAL L 26-29 7 13 1.9 0 2 1 4 4.0 0 2.2
    week 16 at CIN L 14-42 11 45 4.1 0 1 1 2 2.0 0 5.2
season 2012 MIN 16  -  348 2097 6.0 12 51 40 217 5.4 1 325.4 20.3
    week 1 JAC W 26-23 17 84 4.9 2 1 1 3 3.0 0 21.2
    week 2 at IND L 20-23 16 60 3.8 0 3 3 20 6.7 0 9.5
    week 3 SF W 24-13 25 86 3.4 0 4 2 21 10.5 0 11.7
    week 4 at DET W 20-13 21 102 4.9 0 4 4 20 5.0 0 14.2
    week 5 TEN W 30-7 17 88 5.2 0 3 3 15 5.0 0 11.8
    week 6 at WAS L 26-38 17 79 4.6 0 8 7 50 7.1 0 16.4
    week 7 ARI W 21-14 23 153 6.7 1 4 2 6 3.0 0 22.9
    week 8 TB L 17-36 15 123 8.2 1 1 1 4 4.0 0 17.2
    week 9 at SEA L 20-30 17 182 10.7 2 4 3 11 3.7 0 32.8
    week 10 DET W 34-24 27 171 6.3 1 4 3 5 1.7 0 25.1
    week 12 at CHI L 10-28 18 108 6.0 0 7 6 30 5.0 0 14.8
    week 13 at GB L 14-23 21 210 10.0 1 2 1 10 10.0 0 28.5
    week 14 CHI W 21-14 31 154 5.0 2 2 2 16 8.0 0 30.0
    week 15 at STL W 36-22 24 212 8.8 1 0 0 0 - 0 27.2
    week 16 at HOU W 23-6 25 86 3.4 0 2 1 4 4.0 0 9.5
    week 17 GB W 37-34 34 199 5.9 1 2 1 2 2.0 1 32.6
    week WC at GB L 10-24 22 99 4.5 0 3 1 8 8.0 0 11.2
season 2011 MIN 12 12 209 973 4.7 12 23 18 139 7.7 1 198.2 16.5
season 2010 MIN 15 15 283 1298 4.6 12 50 36 341 9.5 1 257.9 17.2
season 2009 MIN 16 15 315 1389 4.4 18 57 43 436 10.1 0 300.0 18.8
season 2008 MIN 16 15 364 1757 4.8 10 39 21 125 6.0 0 250.7 15.7
season 2007 MIN 14 9 238 1341 5.6 12 28 19 268 14.1 1 242.4 17.3
