season 2013 TEN 1  -  0 0 - 0 1 0 0 - 0 0.0 0.0
    week 15 ARI L 34-37 0 0 - 0 1 0 0 - 0 0.0
season 2012 TEN 9  -  4 5 1.3 0 8 5 40 8.0 0 7.0 0.8
    week 3 DET W 44-41 0 0 - 0 1 1 5 5.0 0 1.0
    week 4 at HOU L 14-38 0 0 - 0 1 1 17 17.0 0 2.2
    week 5 at MIN L 7-30 0 0 - 0 1 1 15 15.0 0 2.0
    week 6 PIT W 26-23 0 0 - 0 1 0 0 - 0 0.0
    week 7 at BUF W 35-34 0 0 - 0 1 0 0 - 0 0.0
    week 8 IND L 13-19 0 0 - 0 1 1 1 1.0 0 0.6
    week 10 at MIA W 37-3 1 3 3.0 0 1 0 0 - 0 0.3
    week 15 NYJ W 14-10 2 2 1.0 0 1 1 2 2.0 0 0.9
    week 16 at GB L 7-55 1 0 0.0 0 0 0 0 - 0 0.0
season 2011 TEN | DEN 4 1 0 0 - 0 3 3 30 10.0 0 4.5 1.1
season 2010 GB 11 4 0 0 - 0 4 3 26 8.7 0 4.1 0.4
season 2009 GB 9 0 0 0 - 0 4 2 4 2.0 0 1.4 0.2
