season 2015 (Projected) WAS - - 28 136 4.9 0 - 19 148 7.8 0 37.9 -
season 2014 WAS 6  -  16 75 4.7 1 10 8 107 13.4 0 28.2 4.7
    week 2 JAC W 41-10 8 41 5.1 1 0 0 0 - 0 10.1
    week 8 at DAL W 20-17 1 5 5.0 0 0 0 0 - 0 0.5
    week 11 TB L 7-27 4 16 4.0 0 3 2 9 4.5 0 3.5
    week 14 STL L 0-24 1 8 8.0 0 4 3 36 12.0 0 5.9
    week 15 at NYG L 13-24 1 1 1.0 0 3 3 62 20.7 0 7.8
    week 16 PHI W 27-24 1 4 4.0 0 0 0 0 - 0 0.4
