season 2015 (Projected) BAL - - 209 1045 5.0 7 - 57 378 6.6 1 214.8 -
season 2014 BAL 16  -  235 1266 5.4 8 59 44 263 6.0 0 222.9 13.9
    week 1 CIN L 16-23 11 70 6.4 1 6 5 14 2.8 0 16.9
    week 2 PIT W 26-6 8 56 7.0 0 4 4 16 4.0 0 9.2
    week 3 at CLE W 23-21 11 63 5.7 0 5 4 2 0.5 0 8.5
    week 4 CAR W 38-10 14 66 4.7 1 4 3 31 10.3 0 17.2
    week 5 at IND L 13-20 6 42 7.0 1 8 7 55 7.9 0 19.2
    week 6 at TB W 48-17 14 111 7.9 0 0 0 0 - 0 11.1
    week 7 ATL W 29-7 23 95 4.1 0 1 0 0 - 0 9.5
    week 8 at CIN L 24-27 17 68 4.0 0 5 3 17 5.7 0 10.0
    week 9 at PIT L 23-43 9 38 4.2 0 8 5 67 13.4 0 13.0
    week 10 TEN W 21-7 20 112 5.6 2 1 0 0 - 0 23.2
    week 12 at NO W 34-27 22 182 8.3 2 2 2 8 4.0 0 32.0
    week 13 SD L 33-34 24 106 4.4 0 3 2 17 8.5 0 13.3
    week 14 at MIA W 28-13 13 71 5.5 1 2 2 7 3.5 0 14.8
    week 15 JAC W 20-12 16 48 3.0 0 2 1 -1 -1.0 0 5.2
    week 16 at HOU L 13-25 10 19 1.9 0 4 4 13 3.3 0 5.2
    week 17 CLE W 20-10 17 119 7.0 0 4 2 17 8.5 0 14.6
    week WC at PIT W 30-17 16 36 2.3 0 2 1 7 7.0 0 2.8
    week DP at NE L 31-35 24 129 5.4 0 2 2 17 8.5 1 21.6
season 2013 JAC 8  -  6 31 5.2 0 16 15 82 5.5 0 18.8 2.4
    week 1 KC L 2-28 1 7 7.0 0 5 4 22 5.5 0 4.9
    week 2 at OAK L 9-19 0 0 - 0 1 1 7 7.0 0 1.2
    week 4 IND L 3-37 1 3 3.0 0 2 2 10 5.0 0 2.3
    week 5 at STL L 20-34 1 2 2.0 0 0 0 0 - 0 0.2
    week 6 at DEN L 19-35 1 0 0.0 0 3 3 18 6.0 0 3.3
    week 7 SD L 6-24 2 19 9.5 0 1 1 10 10.0 0 3.4
    week 8 SF L 10-42 0 0 - 0 3 3 6 2.0 0 2.1
    week 12 at HOU W 13-6 0 0 - 0 1 1 9 9.0 0 1.4
season 2012 HOU 11  -  63 374 5.9 1 5 3 38 12.7 0 48.7 4.4
    week 2 at JAC W 27-7 6 35 5.8 0 0 0 0 - 0 3.5
    week 5 at NYJ W 23-17 4 6 1.5 0 0 0 0 - 0 0.6
    week 6 GB L 24-42 7 47 6.7 0 1 1 18 18.0 0 7.0
    week 7 BAL W 43-13 6 32 5.3 0 0 0 0 - 0 3.2
    week 9 BUF W 21-9 6 7 1.2 0 0 0 0 - 0 0.7
    week 10 at CHI W 13-6 4 27 6.8 0 0 0 0 - 0 2.7
    week 11 JAC W 43-37 7 59 8.4 0 2 1 6 6.0 0 7.0
    week 12 at DET W 34-31 5 87 17.4 1 1 0 0 - 0 14.7
    week 13 at TEN W 24-10 14 64 4.6 0 0 0 0 - 0 6.4
    week 14 at NE L 14-42 3 7 2.3 0 1 1 14 14.0 0 2.6
    week 16 MIN L 6-23 1 4 4.0 0 0 0 0 - 0 0.4
season 2011 SEA 16 0 46 145 3.2 1 34 23 128 5.6 0 44.8 2.8
season 2010 SEA 16 5 118 523 4.4 2 50 33 249 7.5 0 105.7 6.6
season 2009 SEA 16 2 115 619 5.4 4 57 41 350 8.5 1 145.4 9.1
season 2008 IND | SEA 14 0 0 0 - 0 0 0 0 - 0 0.0 0.0
