season 2015 (Projected) HOU - - 33 145 4.4 2 - 9 69 7.7 0 37.9 -
season 2014 PHI 8  -  46 172 3.7 4 3 2 16 8.0 0 43.8 5.5
    week 8 at ARI L 20-24 3 13 4.3 0 1 1 1 1.0 0 1.9
    week 9 at HOU W 31-21 8 50 6.3 1 0 0 0 - 0 11.0
    week 10 CAR W 45-21 5 11 2.2 0 0 0 0 - 0 1.1
    week 11 at GB L 20-53 3 0 0.0 0 0 0 0 - 0 0.0
    week 12 TEN W 43-24 7 5 0.7 0 1 1 15 15.0 0 2.5
    week 13 at DAL W 33-10 11 49 4.5 0 0 0 0 - 0 4.9
    week 15 DAL L 27-38 2 6 3.0 2 0 0 0 - 0 12.6
    week 17 at NYG W 34-26 7 38 5.4 1 1 0 0 - 0 9.8
season 2013 PHI 6  -  11 98 8.9 3 5 4 61 15.3 0 35.9 6.0
    week 4 at DEN L 20-52 3 33 11.0 1 2 2 19 9.5 0 12.2
    week 5 at NYG W 36-21 2 3 1.5 0 0 0 0 - 0 0.3
    week 14 DET W 34-20 4 50 12.5 1 0 0 0 - 0 11.0
    week 15 at MIN L 30-48 0 0 - 0 1 0 0 - 0 0.0
    week 16 CHI W 54-11 2 12 6.0 1 1 1 8 8.0 0 8.5
    week 17 at DAL W 24-22 0 0 - 0 1 1 34 34.0 0 3.9
