season 2015 (Projected) NE - 34 38 89.5% 49 49 147.0 -
season 2014 NE 16 35 37 94.6% 51 51 154.0 9.6
    week 1 @MIA L 20-33 2 2 100.0% 2 2 8.0
    week 2 @MIN W 30-7 3 3 100.0% 3 3 12.0
    week 3 OAK W 16-9 3 3 100.0% 1 1 10.0
    week 4 @KC L 14-41 0 0 0.0% 2 2 2.0
    week 5 CIN W 43-17 5 5 100.0% 4 4 19.0
    week 6 @BUF W 37-22 3 4 75.0% 4 4 12.0
    week 7 NYJ W 27-25 2 2 100.0% 3 3 9.0
    week 8 CHI W 51-23 3 3 100.0% 6 6 15.0
    week 9 DEN W 43-21 3 3 100.0% 4 4 13.0
    week 11 @IND W 42-20 0 0 0.0% 6 6 6.0
    week 12 DET W 34-9 2 2 100.0% 4 4 10.0
    week 13 @GB L 21-26 0 1 0.0% 3 3 2.0
    week 14 @SD W 23-14 3 3 100.0% 2 2 11.0
    week 15 MIA W 41-13 2 2 100.0% 5 5 11.0
    week 16 @NYJ W 17-16 1 1 100.0% 2 2 5.0
    week 17 BUF L 9-17 3 3 100.0% 0 0 9.0
    week DP BAL W 35-31 0 0 0.0% 5 5 5.0
    week CC IND W 45-7 1 1 100.0% 6 6 9.0
    week SB @SEA W 28-24 0 0 0.0% 4 4 4.0
season 2013 NE 16 38 41 92.7% 44 44 155.0 9.7
    week 1 @BUF W 23-21 3 3 100.0% 2 2 11.0
    week 2 NYJ W 13-10 2 3 66.7% 1 1 6.0
    week 3 TB W 23-3 3 3 100.0% 2 2 11.0
    week 4 @ATL W 30-23 3 3 100.0% 3 3 12.0
    week 5 @CIN L 6-13 2 2 100.0% 0 0 6.0
    week 6 NO W 30-27 3 3 100.0% 3 3 12.0
    week 7 @NYJ L 27-30 2 2 100.0% 3 3 9.0
    week 8 MIA W 27-17 2 2 100.0% 3 3 9.0
    week 9 PIT W 55-31 2 2 100.0% 7 7 13.0
    week 11 @CAR L 20-24 2 2 100.0% 2 2 8.0
    week 12 DEN W 34-31 2 2 100.0% 4 4 10.0
    week 13 @HOU W 34-31 2 3 66.7% 4 4 9.0
    week 14 CLE W 27-26 2 2 100.0% 1 1 7.0
    week 15 @MIA L 20-24 2 3 66.7% 2 2 7.0
    week 16 @BAL W 41-7 2 2 100.0% 5 5 11.0
    week 17 BUF W 34-20 4 4 100.0% 2 2 14.0
    week DP IND W 43-22 0 0 0.0% 5 5 5.0
    week CC @DEN L 16-26 1 1 100.0% 1 1 4.0
season 2012 NE 16 29 35 82.9% 66 66 147.0 9.2
    week 1 @TEN W 34-13 2 2 100.0% 4 4 10.0
    week 2 ARI L 18-20 4 5 80.0% 0 0 11.0
    week 3 @BAL L 30-31 3 3 100.0% 3 3 12.0
    week 4 @BUF W 52-28 1 3 33.3% 7 7 8.0
    week 5 DEN W 31-21 1 1 100.0% 4 4 7.0
    week 6 @SEA L 23-24 3 3 100.0% 2 2 11.0
    week 7 NYJ W 29-26 2 2 100.0% 3 3 9.0
    week 8 @STL W 45-7 1 1 100.0% 6 6 9.0
    week 10 BUF W 37-31 3 3 100.0% 4 4 13.0
    week 11 IND W 59-24 1 2 50.0% 8 8 10.0
    week 12 @NYJ W 49-19 0 1 0.0% 7 7 6.0
    week 13 @MIA W 23-16 3 4 75.0% 2 2 10.0
    week 14 HOU W 42-14 0 0 0.0% 6 6 6.0
    week 15 SF L 34-41 2 2 100.0% 4 4 10.0
    week 16 @JAC W 23-16 3 3 100.0% 2 2 11.0
    week 17 MIA W 28-0 0 0 0.0% 4 4 4.0
    week DP HOU W 41-28 2 2 100.0% 5 5 11.0
    week CC BAL L 13-28 2 2 100.0% 1 1 7.0
season 2011 NE 16 28 33 84.8% 59 59 138.0 8.6
season 2010 NE 8 10 13 76.9% 27 27 54.0 6.8
season 2009 NE 16 26 31 83.9% 47 47 120.0 7.5
season 2008 NE 16 36 40 90.0% 40 40 144.0 9.0
season 2007 NE 16 21 24 87.5% 74 74 134.0 8.4
season 2006 NE 16 20 26 76.9% 43 44 96.0 6.0
