season 2015 (Projected) DET - 22 26 84.6% 40 40 102.0 -
season 2014 DET 11 21 26 80.8% 21 21 79.0 7.2
    week 6 at MIN W 17-3 1 3 33.3% 2 2 3.0
    week 7 NO W 24-23 1 1 100.0% 3 3 6.0
    week 8 at ATL W 22-21 3 3 100.0% 1 1 10.0
    week 10 MIA W 20-16 2 3 66.7% 2 2 7.0
    week 11 at ARI L 6-14 2 2 100.0% 0 0 6.0
    week 12 at NE L 9-34 3 4 75.0% 0 0 8.0
    week 13 CHI W 34-17 2 2 100.0% 4 4 10.0
    week 14 TB W 34-17 2 2 100.0% 4 4 10.0
    week 15 MIN W 16-14 3 3 100.0% 1 1 10.0
    week 16 at CHI W 20-14 2 3 66.7% 2 2 7.0
    week 17 at GB L 20-30 0 0 0.0% 2 2 2.0
    week WC at DAL L 20-24 2 2 100.0% 2 2 8.0
season 2013 DEN 16 25 26 96.2% 75 75 149.0 9.3
    week 1 BAL W 49-27 0 0 0.0% 7 7 7.0
    week 2 at NYG W 41-23 2 2 100.0% 5 5 11.0
    week 3 OAK W 37-21 3 3 100.0% 4 4 13.0
    week 4 PHI W 52-20 1 1 100.0% 7 7 10.0
    week 5 at DAL W 51-48 3 3 100.0% 6 6 15.0
    week 6 JAC W 35-19 0 0 0.0% 5 5 5.0
    week 7 at IND L 33-39 2 2 100.0% 3 3 9.0
    week 8 WAS W 45-21 1 1 100.0% 6 6 9.0
    week 10 at SD W 28-20 0 0 0.0% 4 4 4.0
    week 11 KC W 27-17 2 3 66.7% 3 3 8.0
    week 12 at NE L 31-34 1 1 100.0% 4 4 7.0
    week 13 at KC W 35-28 0 0 0.0% 5 5 5.0
    week 14 TEN W 51-28 3 3 100.0% 6 6 15.0
    week 15 SD L 20-27 2 2 100.0% 2 2 8.0
    week 16 at HOU W 37-13 3 3 100.0% 4 4 13.0
    week 17 at OAK W 34-14 2 2 100.0% 4 4 10.0
    week DP SD W 24-17 1 2 50.0% 3 3 5.0
    week CC NE W 26-16 4 4 100.0% 2 2 14.0
season 2012 DEN 16 26 32 81.3% 55 55 127.0 7.9
    week 1 PIT W 31-19 1 1 100.0% 2 2 5.0
    week 2 at ATL L 21-27 0 0 0.0% 3 3 3.0
    week 3 HOU L 25-31 3 3 100.0% 2 2 11.0
    week 4 OAK W 37-6 3 3 100.0% 4 4 13.0
    week 5 at NE L 21-31 0 0 0.0% 3 3 3.0
    week 6 at SD W 35-24 0 0 0.0% 5 5 5.0
    week 8 NO W 34-14 2 2 100.0% 4 4 10.0
    week 9 at CIN W 31-23 1 1 100.0% 4 4 7.0
    week 10 at CAR W 36-14 2 3 66.7% 4 4 9.0
    week 11 SD W 30-23 3 4 75.0% 3 3 11.0
    week 12 at KC W 17-9 1 3 33.3% 2 2 3.0
    week 13 TB W 31-23 1 2 50.0% 4 4 6.0
    week 14 at OAK W 26-13 4 4 100.0% 2 2 14.0
    week 15 at BAL W 34-17 2 3 66.7% 4 4 9.0
    week 16 CLE W 34-12 2 2 100.0% 4 4 10.0
    week 17 KC W 38-3 1 1 100.0% 5 5 8.0
    week DP BAL L 35-38 0 1 0.0% 5 5 4.0
season 2011 DEN 16 19 25 76.0% 30 30 81.0 5.1
season 2010 DEN 12 16 18 88.9% 28 29 73.0 6.1
season 2009 DEN 16 30 35 85.7% 32 32 117.0 7.3
season 2008 DEN 16 25 34 73.5% 39 40 104.0 6.5
season 2007 DEN | ATL 4 1 4 25.0% 1 1 1.0 0.3
