season 2014 SEA 1  -  1 1 100.0 0 0 0 0 0 - 0 0.0 0.0
    week 16 at ARI W 35-6 1 1 100.0 0 0 0 0 0 - 0 0.0
season 2013 SEA 3  -  10 13 76.9 151 1 0 4 1 0.3 1 16.1 5.4
    week 3 JAC W 45-17 7 8 87.5 129 1 0 3 2 0.7 1 15.4
    week 11 MIN W 41-20 1 3 33.3 6 0 0 1 -1 -1.0 0 0.1
    week 15 at NYG W 23-0 2 2 100.0 16 0 0 0 0 - 0 0.6
    week SB at DEN W 43-8 0 1 0.0 0 0 0 0 0 - 0 0.0
season 2011 SEA 15 14 271 450 60.2 3091 14 13 40 108 2.7 1 170.4 11.4
season 2010 MIN 4 1 34 58 58.6 341 3 4 7 63 9.0 0 23.9 6.0
season 2009 MIN 9 0 14 21 66.7 201 1 0 17 -10 -0.6 0 11.0 1.2
season 2008 MIN 9 5 88 149 59.1 1056 9 2 24 140 5.8 0 88.2 9.8
season 2007 MIN 12 12 171 294 58.2 1911 9 12 54 260 4.8 3 132.4 11.0
season 2006 MIN 4 2 47 81 58.0 475 2 4 16 79 4.9 1 32.9 8.2
