season 2012 KC 10  -  112 197 56.9 1141 2 8 19 66 3.5 0 44.2 4.4
    week 5 BAL L 6-9 3 3 100.0 32 0 0 0 0 - 0 1.3
    week 6 at TB L 10-38 22 38 57.9 180 0 2 2 11 5.5 0 4.3
    week 8 OAK L 16-26 2 4 50.0 1 0 1 2 18 9.0 0 -0.2
    week 11 CIN L 6-28 9 14 64.3 95 0 0 4 7 1.8 0 4.5
    week 12 DEN L 9-17 13 25 52.0 126 0 1 1 -1 -1.0 0 2.9
    week 13 CAR W 27-21 19 23 82.6 201 2 0 3 12 4.0 0 17.2
    week 14 at CLE L 7-30 10 21 47.6 159 0 1 1 4 4.0 0 4.8
    week 15 at OAK L 0-15 18 32 56.3 136 0 1 0 0 - 0 3.4
    week 16 IND L 13-20 10 22 45.5 162 0 2 5 11 2.2 0 3.6
    week 17 at DEN L 3-38 7 16 43.8 49 0 0 2 4 2.0 0 2.4
season 2011 DEN 0 0 0 0 - 0 0 0 0 0 - 0 0.0 0.0
season 2010 DEN 0 0 0 0 - 0 0 0 0 0 - 0 0.0 0.0
season 2009 CLE 10 9 136 256 53.1 1339 8 7 20 98 4.9 1 87.4 8.7
season 2008 CLE 3 3 45 89 50.6 518 2 2 5 21 4.2 0 26.8 8.9
season 2007 CLE 2 0 3 8 37.5 45 0 0 0 0 - 0 1.8 0.9
