season 2015 (Projected) JAC - - 31 54 57.4 341 1 1 3 11 3.7 0 16.7 -
season 2014 JAC 3  -  42 78 53.8 492 3 1 4 25 6.3 0 32.2 10.7
    week 1 at PHI L 17-34 24 43 55.8 266 2 0 1 8 8.0 0 19.4
    week 2 at WAS L 10-41 14 28 50.0 193 1 1 3 17 5.7 0 11.4
    week 3 IND L 17-44 4 7 57.1 33 0 0 0 0 - 0 1.3
season 2013 JAC 15  -  305 503 60.6 3241 13 14 26 77 3.0 0 161.3 10.8
    week 1 KC L 2-28 3 6 50.0 36 0 0 0 0 - 0 1.4
    week 2 at OAK L 9-19 25 38 65.8 241 1 0 2 9 4.5 0 14.5
    week 3 at SEA L 17-45 18 38 47.4 235 0 2 2 5 2.5 0 5.9
    week 5 at STL L 20-34 7 13 53.8 89 1 0 1 2 2.0 0 7.8
    week 6 at DEN L 19-35 27 42 64.3 303 0 2 2 -3 -1.5 0 7.8
    week 7 SD L 6-24 23 36 63.9 318 0 1 4 5 1.3 0 11.2
    week 8 SF L 10-42 29 45 64.4 228 1 0 1 1 1.0 0 13.2
    week 10 at TEN W 29-27 14 23 60.9 180 0 2 1 -1 -1.0 0 3.1
    week 11 ARI L 14-27 27 42 64.3 255 1 2 0 0 - 0 10.2
    week 12 at HOU W 13-6 23 32 71.9 239 0 0 3 3 1.0 0 9.9
    week 13 at CLE W 32-28 22 40 55.0 195 2 1 0 0 - 0 13.8
    week 14 HOU W 27-20 12 27 44.4 117 2 0 4 33 8.3 0 16.0
    week 15 BUF L 20-27 21 36 58.3 237 2 2 4 22 5.5 0 15.7
    week 16 TEN L 16-20 24 34 70.6 237 2 1 1 1 1.0 0 15.6
    week 17 at IND L 10-30 30 51 58.8 331 1 1 1 0 0.0 0 15.2
season 2012 JAC 10  -  166 308 53.9 2084 11 11 19 64 3.4 1 117.8 11.8
    week 2 HOU L 7-27 2 2 100.0 23 0 0 1 0 0.0 0 0.9
    week 7 at OAK L 23-26 9 20 45.0 71 0 0 3 4 1.3 0 3.2
    week 10 IND L 10-27 10 16 62.5 121 1 1 0 0 - 0 6.8
    week 11 at HOU L 37-43 16 33 48.5 354 4 0 2 7 3.5 0 30.9
    week 12 TEN W 24-19 17 26 65.4 261 2 1 2 0 0.0 0 16.4
    week 13 at BUF L 18-34 18 41 43.9 208 1 1 3 1 0.3 1 16.4
    week 14 NYJ L 10-17 21 43 48.8 185 0 2 1 1 1.0 0 3.5
    week 15 at MIA L 3-24 18 34 52.9 221 0 0 3 16 5.3 0 10.4
    week 16 NE L 16-23 29 51 56.9 348 1 3 2 22 11.0 0 14.1
    week 17 at TEN L 20-38 25 41 61.0 298 2 3 2 13 6.5 0 15.2
season 2011 MIA 4 4 64 112 57.1 868 4 4 14 101 7.2 1 58.8 14.7
season 2010 MIA 15 14 301 490 61.4 3301 15 19 35 52 1.5 0 159.2 10.6
season 2009 MIA 14 13 274 451 60.8 2878 12 14 16 32 2.0 1 144.3 10.3
season 2008 MIA 3 0 7 12 58.3 67 0 0 0 0 - 0 2.7 0.9
