season 2013 OAK 11  -  156 271 57.6 1798 7 11 82 580 7.1 2 147.9 13.4
    week 1 at IND L 17-21 19 29 65.5 217 1 2 13 112 8.6 0 19.9
    week 2 JAC W 19-9 15 24 62.5 126 0 0 9 50 5.6 0 10.0
    week 3 at DEN L 21-37 19 28 67.9 281 1 0 4 36 9.0 0 18.8
    week 5 SD W 27-17 18 23 78.3 221 2 0 11 31 2.8 0 19.9
    week 6 at KC L 7-24 18 34 52.9 216 1 3 6 60 10.0 0 12.6
    week 8 PIT W 21-18 10 19 52.6 88 0 2 9 106 11.8 1 16.1
    week 9 PHI L 20-49 22 41 53.7 288 0 2 10 94 9.4 0 16.9
    week 10 at NYG L 20-24 11 26 42.3 122 0 1 5 19 3.8 1 10.8
    week 14 at NYJ L 27-37 2 5 40.0 20 0 0 3 4 1.3 0 1.2
    week 15 KC L 31-56 1 4 25.0 12 0 1 3 19 6.3 0 0.4
    week 17 DEN L 14-34 21 38 55.3 207 2 0 9 49 5.4 0 21.2
season 2012 OAK 3  -  14 30 46.7 155 2 1 10 51 5.1 1 23.3 7.8
    week 15 KC W 15-0 0 1 0.0 0 0 0 0 0 - 0 0.0
    week 16 at CAR L 6-17 1 1 100.0 5 0 0 1 2 2.0 0 0.4
    week 17 at SD L 21-24 13 28 46.4 150 2 1 9 49 5.4 1 22.9
season 2011 OAK 2 0 0 0 - 0 0 0 0 0 - 0 0.0 0.0
